travelCode,User_ID,Departure,Arrival,Assigned Hotel,Stars,Check-in Date,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Cost per Night,Amenities,Days of Stay,Total Cost,Check-Out Date
14887,148,Chandigarh,Bilaspur,Hotel East Park,2,2022-05-19,Suite,3736.0,3,0,2,7472.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",3,22416.0,2022-05-22
14888,148,Visakhapatnam,Surat,Hotel Merit,1,2022-05-26,Suite,2182.0,3,0,2,4364.0,"['Wi-Fi', 'Parking']",3,13092.0,2022-05-29
14892,148,Jamshedpur,Indore,Radisson Blu Hotel Indore,4,2022-06-23,Suite,9662.0,3,0,2,19324.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",2,38648.0,2022-06-25
14898,148,Coimbatore,Tirupati,Hotel Sandeep Residency,1,2022-08-04,Suite,1743.0,4,0,2,3486.0,"['Wi-Fi', 'Parking', 'Breakfast']",6,20916.0,2022-08-10
14902,148,Dehradun,Itanagar,Hotel PYBSS,5,2022-09-01,Executive,13537.0,4,3,4,54148.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,162444.0,2022-09-04
14904,148,Bhopal,Udaipur,The Ananta Udaipur,4,2022-09-15,Executive,8553.0,3,2,3,25659.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",1,25659.0,2022-09-16
14910,148,Puducherry,Amritsar,Taj Swarna Amritsar,5,2022-10-27,Deluxe,10745.0,2,0,1,10745.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,32235.0,2022-10-30
14911,148,Shimla,Dabolim,Bogmallo Beach Resort,4,2022-11-03,Suite,7818.0,1,0,1,7818.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",2,15636.0,2022-11-05
14920,148,Jaipur,Guwahati,Hotel Atithi,2,2023-01-05,Suite,3562.0,4,2,3,10686.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,74802.0,2023-01-12
14922,148,Nashik,Puducherry,Hotel Annamalai International,2,2023-01-19,Executive,3323.0,3,2,3,9969.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,59814.0,2023-01-25
14925,148,Dehradun,Bhopal,Courtyard by Marriott,3,2023-02-09,Deluxe,3901.0,3,2,3,11703.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",6,70218.0,2023-02-15
14927,149,Puri,Chennai,The Accord Metropolitan,4,2019-10-03,Deluxe,6805.0,2,2,2,13610.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",4,54440.0,2019-10-07
14928,149,Indore,Amritsar,Hotel CJ International,2,2019-10-10,Executive,2984.0,1,2,1,2984.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",4,11936.0,2019-10-14
14931,149,Dhubri,Khowai,Hotel Royal Residency,3,2019-10-31,Suite,6297.0,3,1,2,12594.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",6,75564.0,2019-11-06
14934,149,Amritsar,Bhopal,Taj Lakefront Bhopal,5,2019-11-21,Deluxe,11588.0,2,1,2,23176.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",2,46352.0,2019-11-23
14936,149,Puri,Gwalior,Hotel Grace,3,2019-12-05,Suite,5224.0,1,2,1,5224.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",3,15672.0,2019-12-08
14938,149,Indore,Shillong,Hotel Pine Hill,1,2019-12-19,Deluxe,1522.0,1,0,1,1522.0,"['Wi-Fi', 'Parking', 'Breakfast']",4,6088.0,2019-12-23
14940,149,Hyderabad,Mysuru,Country Inn & Suites,4,2020-01-02,Suite,9786.0,4,2,3,29358.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,88074.0,2020-01-05
14946,149,Coimbatore,Diu,Hotel Palacio De Diu,1,2020-02-13,Executive,2257.0,2,3,2,4514.0,"['Wi-Fi', 'Parking', 'Housekeeping']",4,18056.0,2020-02-17
14948,149,Bhubaneswar,Mumbai,The Taj Mahal Palace,5,2020-02-27,Executive,13890.0,4,3,4,55560.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",3,166680.0,2020-03-01
14949,149,Patna,Chandigarh,Hotel Park Inn,1,2020-03-05,Deluxe,1980.0,3,1,2,3960.0,"['Wi-Fi', 'Parking']",6,23760.0,2020-03-11
14952,149,Srinagar,Coimbatore,Le Meridien Coimbatore,4,2020-03-26,Executive,7487.0,2,3,2,14974.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,89844.0,2020-04-01
14954,149,Mopa,Thiruvananthapuram,Hilton Garden Inn,5,2020-04-09,Executive,14138.0,2,0,1,14138.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,84828.0,2020-04-15
14956,149,Bengaluru,Gwalior,Hotel Radiance,2,2020-04-23,Suite,3690.0,4,3,4,14760.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",6,88560.0,2020-04-29
14957,149,Ahmedabad,Diu,Hotel Apaar,2,2020-04-30,Deluxe,3223.0,1,1,1,3223.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",3,9669.0,2020-05-03
14959,149,Dhubri,Diu,Hotel Palacio De Diu,1,2020-05-15,Executive,2257.0,4,1,3,6771.0,"['Wi-Fi', 'Parking']",6,40626.0,2020-05-21
14960,149,Ahmedabad,Vijayawada,The Kay Hotel,3,2020-05-21,Deluxe,5205.0,2,1,2,10410.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",2,20820.0,2020-05-23
14969,149,Puri,Amritsar,Taj Swarna Amritsar,5,2020-07-23,Deluxe,10745.0,3,3,3,32235.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",5,161175.0,2020-07-28
14971,149,Ayodhya,Pune,Hyatt Pune,4,2020-09-06,Suite,10102.0,2,3,2,20204.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",4,80816.0,2020-09-10
14974,149,Patna,Navi Mumbai,Four Points by Sheraton,5,2020-08-27,Suite,14356.0,4,0,2,28712.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service']",7,200984.0,2020-09-03
14978,149,Mopa,Navi Mumbai,Royal Orchid Central Grazia,3,2020-09-24,Suite,5808.0,2,3,2,11616.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",1,11616.0,2020-09-25
14981,149,Hyderabad,Guwahati,Hotel Siroy Lily,1,2020-10-15,Suite,2358.0,4,3,4,9432.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",3,28296.0,2020-10-18
14983,149,Mopa,Jamshedpur,Alcor Hotel,5,2020-10-29,Suite,15044.0,1,2,1,15044.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,30088.0,2020-10-31
14987,149,Jamshedpur,Bengaluru,Treebo Trend Raj Premier,3,2020-11-26,Deluxe,3660.0,4,0,2,7320.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",1,7320.0,2020-11-27
14991,149,Jamshedpur,Chennai,Green Park Hotel,3,2020-12-24,Suite,6664.0,4,2,3,19992.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,79968.0,2020-12-28
14998,149,Pune,Gwalior,Taj Usha Kiran Palace,5,2021-02-11,Executive,14150.0,2,1,2,28300.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,113200.0,2021-02-15
15001,149,Surat,Itanagar,Hotel Donyi Polo Ashok,4,2021-03-04,Deluxe,6115.0,1,2,1,6115.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",5,30575.0,2021-03-09
15002,149,Navi Mumbai,Imphal,The Classic Hotel,3,2021-03-11,Deluxe,5215.0,1,2,1,5215.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,5215.0,2021-03-12
15006,149,Khowai,Varanasi,Hotel Buddha,1,2021-04-08,Executive,1721.0,3,2,3,5163.0,"['Wi-Fi', 'Parking', 'Housekeeping']",1,5163.0,2021-04-09
15010,149,Varanasi,Dabolim,Coconut Creek Resort,5,2021-05-06,Deluxe,10024.0,3,2,3,30072.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service']",7,210504.0,2021-05-13
15012,149,Pune,Ranchi,Hotel Anjali,1,2021-05-20,Suite,1668.0,1,1,1,1668.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",6,10008.0,2021-05-26
15015,149,Hyderabad,Coimbatore,Vivanta Coimbatore,5,2021-06-10,Suite,14482.0,4,2,3,43446.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,130338.0,2021-06-13
15016,149,Prayagraj,Dabolim,Hotel La Paz Gardens,2,2021-06-17,Deluxe,2662.0,3,2,3,7986.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",6,47916.0,2021-06-23
15019,149,Gwalior,Dabolim,Coconut Creek Resort,5,2021-07-08,Suite,13670.0,2,0,1,13670.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,54680.0,2021-07-12
15020,149,Hyderabad,Ludhiana,Hotel Maharaja Regency,2,2021-07-15,Executive,3574.0,3,2,3,10722.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,75054.0,2021-07-22
15023,149,Raigarh,Thiruvananthapuram,Hotel Prathiba Heritage,2,2021-08-05,Deluxe,3000.0,4,3,4,12000.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,84000.0,2021-08-12
15027,149,Dehradun,Srinagar,Hotel Ahdoos,2,2021-09-02,Deluxe,2963.0,4,1,3,8889.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",3,26667.0,2021-09-05
15028,149,Bilaspur,Srinagar,Hotel Comrade Inn,3,2021-09-09,Executive,5114.0,4,2,3,15342.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",5,76710.0,2021-09-14
15032,149,Mopa,Diu,Hotel Apaar,2,2021-10-07,Suite,4395.0,3,0,2,8790.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",5,43950.0,2021-10-12
15033,149,Tirupati,Diu,Kostamar Beach Resort,3,2021-10-14,Suite,5200.0,4,0,2,10400.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,52000.0,2021-10-19
15040,149,Khowai,Dehradun,Hotel Abhinandan,1,2021-12-02,Deluxe,2177.0,3,1,2,4354.0,"['Wi-Fi', 'Parking']",5,21770.0,2021-12-07
15049,149,Itanagar,Kota,Country Inn & Suites,4,2022-02-03,Deluxe,7176.0,1,1,1,7176.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",1,7176.0,2022-02-04
15051,149,Itanagar,Hisar,Hotel Grace,3,2022-02-18,Suite,5224.0,3,1,2,10448.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",2,20896.0,2022-02-20
15052,149,Mumbai,Gangtok,WelcomHeritage Denzong Regency,4,2022-02-24,Suite,7731.0,3,0,2,15462.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",6,92772.0,2022-03-02
15059,149,Raigarh,Surat,Hotel Central Excellency,2,2022-04-14,Executive,3533.0,3,3,3,10599.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",4,42396.0,2022-04-18
15060,149,Mumbai,Prayagraj,Hotel Harsh Ananda,3,2022-04-21,Executive,5619.0,4,3,4,22476.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",2,44952.0,2022-04-23
15068,149,Prayagraj,Kullu-Manali,Hotel Snow Park,2,2022-06-16,Suite,4316.0,2,0,1,4316.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",6,25896.0,2022-06-22
15069,149,Navi Mumbai,Amritsar,Holiday Inn Amritsar,4,2022-06-23,Suite,8157.0,3,2,3,24471.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",6,146826.0,2022-06-29
15070,149,Hyderabad,Imphal,Classic Grande Imphal,5,2022-06-30,Deluxe,10526.0,2,1,2,21052.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,84208.0,2022-07-04
15074,149,Mysuru,Navi Mumbai,Royal Orchid Central Grazia,3,2022-07-28,Executive,5034.0,4,3,4,20136.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,40272.0,2022-07-30
15075,149,Vijayawada,Tirupati,Hotel Sandeep Residency,1,2022-08-04,Deluxe,1278.0,2,2,2,2556.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",2,5112.0,2022-08-06
15077,149,Bhubaneswar,Surat,Lords Plaza Surat,3,2022-08-18,Executive,4909.0,4,3,4,19636.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",6,117816.0,2022-08-24
15080,149,Guwahati,Gangtok,Mayfair Spa Resort & Casino,5,2022-09-08,Executive,13800.0,4,1,3,41400.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service']",3,124200.0,2022-09-11
15083,149,Kota,Raipur,Courtyard by Marriott Raipur,5,2022-09-29,Executive,10604.0,4,2,3,31812.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",2,63624.0,2022-10-01
15084,149,Surat,Jaipur,Vesta International,3,2022-10-06,Deluxe,4970.0,4,1,3,14910.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",1,14910.0,2022-10-07
15085,149,Thiruvananthapuram,Kullu-Manali,Hotel Greenfields,1,2022-10-13,Deluxe,1709.0,2,1,2,3418.0,"['Wi-Fi', 'Parking']",3,10254.0,2022-10-16
15089,150,Vadodara,Gwalior,Hotel Grace,3,2019-10-10,Suite,5224.0,2,2,2,10448.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,20896.0,2019-10-12
15090,150,Pune,Dehradun,Four Points by Sheraton,5,2019-10-17,Executive,12442.0,4,3,4,49768.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,248840.0,2019-10-22
15093,150,Puducherry,Dhubri,Hotel Highway,2,2019-11-07,Deluxe,2322.0,4,0,2,4644.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",1,4644.0,2019-11-08
15094,150,Diu,Bhubaneswar,VITS Bhubaneswar,3,2019-11-14,Deluxe,4564.0,2,2,2,9128.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,27384.0,2019-11-17
15096,150,Bhubaneswar,Indore,Sayaji Hotel,5,2019-11-28,Executive,11063.0,1,2,1,11063.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,55315.0,2019-12-03
15097,150,Vijayawada,Itanagar,Hotel Todo,2,2019-12-05,Executive,2998.0,3,1,2,5996.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",1,5996.0,2019-12-06
15101,150,Hisar,Nashik,The Gateway Hotel,4,2020-01-02,Deluxe,7122.0,4,0,2,14244.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,71220.0,2020-01-07
15109,151,Chennai,Ahmedabad,Hotel Kamran Palace,1,2019-10-31,Deluxe,1982.0,4,0,2,3964.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",6,23784.0,2019-11-06
15114,151,Itanagar,Indore,Hotel Kalinga,2,2019-12-05,Executive,2623.0,4,0,2,5246.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",6,31476.0,2019-12-11
15122,151,Ludhiana,Amritsar,Taj Swarna Amritsar,5,2020-01-30,Deluxe,10745.0,4,0,2,21490.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",2,42980.0,2020-02-01
15123,151,Patna,Mysuru,Hotel Aditya,2,2020-02-06,Suite,3957.0,2,2,2,7914.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",5,39570.0,2020-02-11
15129,151,Raigarh,Gwalior,Clarks Inn Suites,4,2020-03-19,Suite,10326.0,4,1,3,30978.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",6,185868.0,2020-03-25
15132,151,Gangtok,Chennai,Green Park Hotel,3,2020-04-09,Executive,5776.0,3,1,2,11552.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,46208.0,2020-04-13
15136,151,Bhopal,Jaipur,Holiday Inn Jaipur City Centre,4,2020-05-07,Deluxe,5786.0,4,0,2,11572.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",3,34716.0,2020-05-10
15137,151,Bilaspur,Ludhiana,Hyatt Regency Ludhiana,5,2020-05-14,Executive,12921.0,2,1,2,25842.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",1,25842.0,2020-05-15
15139,151,Puri,Khowai,Hotel White House,4,2020-05-28,Suite,8834.0,3,2,3,26502.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",7,185514.0,2020-06-04
15142,151,Ahmedabad,Mopa,Hotel Swarnam Deluxe,5,2020-06-18,Suite,13438.0,4,1,3,40314.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",5,201570.0,2020-06-23
15143,151,Ahmedabad,Dabolim,Hotel Cliff,1,2020-06-25,Deluxe,1420.0,3,3,3,4260.0,"['Wi-Fi', 'Parking']",2,8520.0,2020-06-27
15147,151,Chennai,Coimbatore,Vivanta Coimbatore,5,2020-07-23,Deluxe,10620.0,2,1,2,21240.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,63720.0,2020-07-26
15151,151,Jaipur,Gwalior,Clarks Inn Suites,4,2020-08-20,Executive,8949.0,2,1,2,17898.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",7,125286.0,2020-08-27
15155,151,Mumbai,Nashik,Hotel Panchavati,1,2020-09-17,Executive,1746.0,2,0,1,1746.0,"['Wi-Fi', 'Parking', 'Breakfast']",7,12222.0,2020-09-24
15156,151,Dehradun,Hyderabad,Radisson Blu Plaza,4,2020-09-25,Deluxe,7231.0,3,1,2,14462.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",4,57848.0,2020-09-29
15157,151,Raigarh,Shimla,Hotel Marina,3,2020-10-01,Suite,4520.0,3,0,2,9040.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,63280.0,2020-10-08
15164,151,Kolkata,Navi Mumbai,The Regenza by Tunga,4,2020-11-19,Suite,9374.0,1,2,1,9374.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",5,46870.0,2020-11-24
15167,151,Shimla,Puducherry,Hotel Coramandal Heritage,1,2020-12-10,Executive,2396.0,3,0,2,4792.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",7,33544.0,2020-12-17
15176,151,Vadodara,Shillong,Hotel Centre Point,3,2021-02-11,Executive,4733.0,2,0,1,4733.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",1,4733.0,2021-02-12
15181,151,Varanasi,Raipur,Hotel VW Canyon,4,2021-03-18,Deluxe,7592.0,1,0,1,7592.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,7592.0,2021-03-19
15187,151,Bhopal,Dabolim,Hotel La Paz Gardens,2,2021-04-29,Suite,3630.0,1,0,1,3630.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",4,14520.0,2021-05-03
15196,151,Bengaluru,Navi Mumbai,The Regenza by Tunga,4,2021-07-01,Executive,8124.0,2,1,2,16248.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",7,113736.0,2021-07-08
15203,152,Khowai,Kota,Hotel Lilac,3,2019-10-18,Deluxe,3979.0,1,2,1,3979.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",3,11937.0,2019-10-21
15207,152,Varanasi,Pune,Hotel Shivkrupa,1,2019-11-14,Executive,2512.0,2,1,2,5024.0,"['Wi-Fi', 'Parking']",1,5024.0,2019-11-15
15210,152,Delhi NCR,Bhubaneswar,Mayfair Lagoon,5,2019-12-05,Executive,11203.0,4,3,4,44812.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",4,179248.0,2019-12-09
15226,152,Raipur,Hisar,Hotel Saffron,4,2020-03-27,Executive,7738.0,1,1,1,7738.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,38690.0,2020-04-01
15227,152,Dabolim,Vadodara,Hotel Skylight,1,2020-04-02,Deluxe,1182.0,4,1,3,3546.0,"['Wi-Fi', 'Parking', 'Breakfast']",2,7092.0,2020-04-04
15229,152,Jaipur,Pune,Conrad Pune,5,2020-04-16,Executive,11986.0,1,1,1,11986.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",3,35958.0,2020-04-19
15230,152,Kullu-Manali,Gwalior,Taj Usha Kiran Palace,5,2020-04-23,Executive,14150.0,3,2,3,42450.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,212250.0,2020-04-28
15232,152,Vadodara,Gangtok,The Royal Plaza,3,2020-05-07,Deluxe,3441.0,2,2,2,6882.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,48174.0,2020-05-14
15236,152,Navi Mumbai,Kullu-Manali,Hotel Greenfields,1,2020-06-04,Executive,2020.0,3,1,2,4040.0,"['Wi-Fi', 'Parking']",7,28280.0,2020-06-11
15239,152,Bhubaneswar,Gangtok,Mayfair Spa Resort & Casino,5,2020-06-25,Suite,15922.0,2,0,1,15922.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",2,31844.0,2020-06-27
