guest_id,pax_id,special_requests,frequent_stay_hotel
GUEST01848,PAX01848,Extra Bed,HOTEL463
GUEST01849,PAX01849,Late Check-out,HOTEL406
GUEST01850,PAX01850,None,HOTEL271
GUEST01851,PAX01851,Extra Bed,HOTEL343
GUEST01852,PAX01852,Extra Bed,HOTEL475
GUEST01853,PAX01853,Extra Bed,HOTEL500
GUEST01854,PAX01854,Late Check-out,HOTEL478
GUEST01855,PAX01855,None,HOTEL329
GUEST01856,PAX01856,None,HOTEL368
GUEST01857,PAX01857,Early Check-in,HOTEL359
GUEST01858,PAX01858,Extra Bed,HOTEL220
GUEST01859,PAX01859,None,HOTEL39
GUEST01860,PAX01860,None,HOTEL184
GUEST01861,PAX01861,Late Check-out,HOTEL16
GUEST01862,PAX01862,None,HOTEL429
GUEST01863,PAX01863,Extra Bed,HOTEL32
GUEST01864,PAX01864,Early Check-in,HOTEL452
GUEST01865,PAX01865,Early Check-in,HOTEL376
GUEST01866,PAX01866,Extra Bed,HOTEL106
GUEST01867,PAX01867,None,HOTEL223
GUEST01868,PAX01868,Early Check-in,HOTEL478
GUEST01869,PAX01869,None,HOTEL127
GUEST01870,PAX01870,None,HOTEL43
GUEST01871,PAX01871,Late Check-out,HOTEL326
GUEST01872,PAX01872,None,HOTEL248
GUEST01873,PAX01873,Extra Bed,HOTEL269
GUEST01874,PAX01874,Late Check-out,HOTEL344
GUEST01875,PAX01875,None,HOTEL199
GUEST01876,PAX01876,None,HOTEL243
GUEST01877,PAX01877,None,HOTEL148
GUEST01878,PAX01878,Late Check-out,HOTEL314
GUEST01879,PAX01879,Early Check-in,HOTEL213
GUEST01880,PAX01880,Early Check-in,HOTEL364
GUEST01881,PAX01881,Early Check-in,HOTEL228
GUEST01882,PAX01882,Early Check-in,HOTEL487
GUEST01883,PAX01883,Extra Bed,HOTEL222
GUEST01884,PAX01884,None,HOTEL79
GUEST01885,PAX01885,Early Check-in,HOTEL211
GUEST01886,PAX01886,None,HOTEL413
GUEST01887,PAX01887,Late Check-out,HOTEL68
GUEST01888,PAX01888,None,HOTEL154
GUEST01889,PAX01889,Early Check-in,HOTEL290
GUEST01890,PAX01890,Extra Bed,HOTEL405
GUEST01891,PAX01891,Extra Bed,HOTEL216
GUEST01892,PAX01892,Late Check-out,HOTEL119
GUEST01893,PAX01893,Extra Bed,HOTEL207
GUEST01894,PAX01894,Late Check-out,HOTEL132
GUEST01895,PAX01895,Extra Bed,HOTEL463
GUEST01896,PAX01896,Extra Bed,HOTEL422
GUEST01897,PAX01897,Early Check-in,HOTEL259
GUEST01898,PAX01898,Early Check-in,HOTEL302
GUEST01899,PAX01899,Extra Bed,HOTEL410
GUEST01900,PAX01900,Extra Bed,HOTEL17
GUEST01901,PAX01901,Early Check-in,HOTEL434
GUEST01902,PAX01902,None,HOTEL319
GUEST01903,PAX01903,None,HOTEL383
GUEST01904,PAX01904,Extra Bed,HOTEL449
GUEST01905,PAX01905,Late Check-out,HOTEL23
GUEST01906,PAX01906,Late Check-out,HOTEL74
GUEST01907,PAX01907,Late Check-out,HOTEL253
GUEST01908,PAX01908,Late Check-out,HOTEL33
GUEST01909,PAX01909,Extra Bed,HOTEL82
GUEST01910,PAX01910,Late Check-out,HOTEL76
GUEST01911,PAX01911,Extra Bed,HOTEL65
GUEST01912,PAX01912,None,HOTEL63
GUEST01913,PAX01913,Late Check-out,HOTEL113
GUEST01914,PAX01914,Late Check-out,HOTEL115
GUEST01915,PAX01915,Late Check-out,HOTEL157
GUEST01916,PAX01916,None,HOTEL223
GUEST01917,PAX01917,None,HOTEL366
GUEST01918,PAX01918,Early Check-in,HOTEL104
GUEST01919,PAX01919,Late Check-out,HOTEL101
GUEST01920,PAX01920,None,HOTEL163
GUEST01921,PAX01921,Early Check-in,HOTEL356
GUEST01922,PAX01922,None,HOTEL226
GUEST01923,PAX01923,Late Check-out,HOTEL139
GUEST01924,PAX01924,Extra Bed,HOTEL435
GUEST01925,PAX01925,Early Check-in,HOTEL399
GUEST01926,PAX01926,None,HOTEL275
GUEST01927,PAX01927,Late Check-out,HOTEL228
GUEST01928,PAX01928,Extra Bed,HOTEL71
GUEST01929,PAX01929,Late Check-out,HOTEL439
GUEST01930,PAX01930,None,HOTEL495
GUEST01931,PAX01931,Late Check-out,HOTEL38
GUEST01932,PAX01932,Late Check-out,HOTEL63
GUEST01933,PAX01933,Late Check-out,HOTEL453
GUEST01934,PAX01934,Late Check-out,HOTEL230
GUEST01935,PAX01935,Early Check-in,HOTEL69
GUEST01936,PAX01936,Late Check-out,HOTEL282
GUEST01937,PAX01937,Early Check-in,HOTEL5
GUEST01938,PAX01938,Early Check-in,HOTEL245
GUEST01939,PAX01939,Early Check-in,HOTEL93
GUEST01940,PAX01940,Extra Bed,HOTEL451
GUEST01941,PAX01941,Extra Bed,HOTEL296
GUEST01942,PAX01942,Early Check-in,HOTEL400
GUEST01943,PAX01943,Extra Bed,HOTEL435
GUEST01944,PAX01944,Extra Bed,HOTEL55
GUEST01945,PAX01945,Extra Bed,HOTEL356
GUEST01946,PAX01946,Early Check-in,HOTEL276
GUEST01947,PAX01947,Early Check-in,HOTEL17
GUEST01948,PAX01948,None,HOTEL97
GUEST01949,PAX01949,None,HOTEL85
GUEST01950,PAX01950,None,HOTEL183
GUEST01951,PAX01951,Early Check-in,HOTEL57
GUEST01952,PAX01952,Late Check-out,HOTEL121
GUEST01953,PAX01953,Extra Bed,HOTEL222
GUEST01954,PAX01954,Early Check-in,HOTEL213
GUEST01955,PAX01955,Late Check-out,HOTEL426
GUEST01956,PAX01956,Late Check-out,HOTEL214
GUEST01957,PAX01957,Late Check-out,HOTEL122
GUEST01958,PAX01958,None,HOTEL232
GUEST01959,PAX01959,Early Check-in,HOTEL69
GUEST01960,PAX01960,Extra Bed,HOTEL339
GUEST01961,PAX01961,None,HOTEL21
GUEST01962,PAX01962,Extra Bed,HOTEL387
GUEST01963,PAX01963,Extra Bed,HOTEL395
GUEST01964,PAX01964,Late Check-out,HOTEL462
GUEST01965,PAX01965,Early Check-in,HOTEL343
GUEST01966,PAX01966,Extra Bed,HOTEL333
GUEST01967,PAX01967,Late Check-out,HOTEL262
GUEST01968,PAX01968,Early Check-in,HOTEL317
GUEST01969,PAX01969,Late Check-out,HOTEL438
GUEST01970,PAX01970,Early Check-in,HOTEL53
GUEST01971,PAX01971,Early Check-in,HOTEL25
GUEST01972,PAX01972,Late Check-out,HOTEL389
GUEST01973,PAX01973,Extra Bed,HOTEL459
GUEST01974,PAX01974,None,HOTEL251
GUEST01975,PAX01975,Late Check-out,HOTEL263
GUEST01976,PAX01976,Late Check-out,HOTEL155
GUEST01977,PAX01977,Early Check-in,HOTEL99
GUEST01978,PAX01978,Late Check-out,HOTEL229
GUEST01979,PAX01979,Late Check-out,HOTEL341
GUEST01980,PAX01980,Early Check-in,HOTEL109
GUEST01981,PAX01981,Extra Bed,HOTEL337
GUEST01982,PAX01982,None,HOTEL315
GUEST01983,PAX01983,Early Check-in,HOTEL361
GUEST01984,PAX01984,Late Check-out,HOTEL150
GUEST01985,PAX01985,Late Check-out,HOTEL84
GUEST01986,PAX01986,Late Check-out,HOTEL384
GUEST01987,PAX01987,Late Check-out,HOTEL134
GUEST01988,PAX01988,Early Check-in,HOTEL282
GUEST01989,PAX01989,Early Check-in,HOTEL417
GUEST01990,PAX01990,Late Check-out,HOTEL187
GUEST01991,PAX01991,Extra Bed,HOTEL190
GUEST01992,PAX01992,Late Check-out,HOTEL430
GUEST01993,PAX01993,None,HOTEL249
GUEST01994,PAX01994,Late Check-out,HOTEL184
GUEST01995,PAX01995,None,HOTEL83
GUEST01996,PAX01996,Extra Bed,HOTEL308
GUEST01997,PAX01997,Late Check-out,HOTEL106
GUEST01998,PAX01998,Early Check-in,HOTEL225
GUEST01999,PAX01999,Extra Bed,HOTEL260
GUEST02000,PAX02000,None,HOTEL285
GUEST02001,PAX02001,None,HOTEL305
GUEST02002,PAX02002,Early Check-in,HOTEL42
GUEST02003,PAX02003,Late Check-out,HOTEL389
GUEST02004,PAX02004,Extra Bed,HOTEL394
GUEST02005,PAX02005,Extra Bed,HOTEL381
GUEST02006,PAX02006,Early Check-in,HOTEL174
GUEST02007,PAX02007,Extra Bed,HOTEL153
GUEST02008,PAX02008,None,HOTEL18
GUEST02009,PAX02009,Early Check-in,HOTEL160
GUEST02010,PAX02010,Late Check-out,HOTEL136
GUEST02011,PAX02011,None,HOTEL184
GUEST02012,PAX02012,Extra Bed,HOTEL272
GUEST02013,PAX02013,Extra Bed,HOTEL230
GUEST02014,PAX02014,Extra Bed,HOTEL422
GUEST02015,PAX02015,Late Check-out,HOTEL319
GUEST02016,PAX02016,Early Check-in,HOTEL161
GUEST02017,PAX02017,None,HOTEL140
GUEST02018,PAX02018,Early Check-in,HOTEL81
GUEST02019,PAX02019,Late Check-out,HOTEL5
GUEST02020,PAX02020,Early Check-in,HOTEL67
GUEST02021,PAX02021,Early Check-in,HOTEL459
GUEST02022,PAX02022,Early Check-in,HOTEL51
GUEST02023,PAX02023,Extra Bed,HOTEL320
GUEST02024,PAX02024,Late Check-out,HOTEL62
GUEST02025,PAX02025,Early Check-in,HOTEL466
GUEST02026,PAX02026,Late Check-out,HOTEL438
GUEST02027,PAX02027,Late Check-out,HOTEL154
GUEST02028,PAX02028,None,HOTEL7
GUEST02029,PAX02029,Late Check-out,HOTEL65
GUEST02030,PAX02030,Late Check-out,HOTEL365
GUEST02031,PAX02031,Extra Bed,HOTEL120
GUEST02032,PAX02032,None,HOTEL202
GUEST02033,PAX02033,None,HOTEL451
GUEST02034,PAX02034,Extra Bed,HOTEL250
GUEST02035,PAX02035,None,HOTEL386
GUEST02036,PAX02036,Late Check-out,HOTEL19
GUEST02037,PAX02037,Early Check-in,HOTEL234
GUEST02038,PAX02038,Late Check-out,HOTEL94
GUEST02039,PAX02039,Early Check-in,HOTEL268
GUEST02040,PAX02040,Early Check-in,HOTEL346
GUEST02041,PAX02041,Early Check-in,HOTEL303
GUEST02042,PAX02042,Early Check-in,HOTEL20
GUEST02043,PAX02043,Extra Bed,HOTEL451
GUEST02044,PAX02044,Late Check-out,HOTEL231
GUEST02045,PAX02045,Late Check-out,HOTEL172
GUEST02046,PAX02046,Late Check-out,HOTEL10
GUEST02047,PAX02047,None,HOTEL186
GUEST02048,PAX02048,Early Check-in,HOTEL403
GUEST02049,PAX02049,Early Check-in,HOTEL380
GUEST02050,PAX02050,None,HOTEL163
GUEST02051,PAX02051,Early Check-in,HOTEL204
GUEST02052,PAX02052,Extra Bed,HOTEL97
GUEST02053,PAX02053,Late Check-out,HOTEL166
GUEST02054,PAX02054,Early Check-in,HOTEL400
GUEST02055,PAX02055,Extra Bed,HOTEL228
GUEST02056,PAX02056,Extra Bed,HOTEL360
GUEST02057,PAX02057,Late Check-out,HOTEL419
GUEST02058,PAX02058,None,HOTEL7
GUEST02059,PAX02059,Late Check-out,HOTEL443
GUEST02060,PAX02060,Early Check-in,HOTEL193
GUEST02061,PAX02061,Late Check-out,HOTEL247
GUEST02062,PAX02062,Extra Bed,HOTEL374
GUEST02063,PAX02063,None,HOTEL219
GUEST02064,PAX02064,Late Check-out,HOTEL328
GUEST02065,PAX02065,Extra Bed,HOTEL367
GUEST02066,PAX02066,None,HOTEL27
GUEST02067,PAX02067,Extra Bed,HOTEL374
GUEST02068,PAX02068,Late Check-out,HOTEL262
GUEST02069,PAX02069,Early Check-in,HOTEL25
GUEST02070,PAX02070,Early Check-in,HOTEL18
GUEST02071,PAX02071,None,HOTEL405
GUEST02072,PAX02072,None,HOTEL110
GUEST02073,PAX02073,Early Check-in,HOTEL60
GUEST02074,PAX02074,None,HOTEL461
GUEST02075,PAX02075,None,HOTEL104
GUEST02076,PAX02076,Extra Bed,HOTEL75
GUEST02077,PAX02077,Late Check-out,HOTEL211
GUEST02078,PAX02078,None,HOTEL255
GUEST02079,PAX02079,Early Check-in,HOTEL10
GUEST02080,PAX02080,Late Check-out,HOTEL16
GUEST02081,PAX02081,None,HOTEL268
GUEST02082,PAX02082,None,HOTEL102
GUEST02083,PAX02083,Extra Bed,HOTEL177
GUEST02084,PAX02084,Late Check-out,HOTEL288
GUEST02085,PAX02085,None,HOTEL458
GUEST02086,PAX02086,None,HOTEL246
GUEST02087,PAX02087,Early Check-in,HOTEL222
GUEST02088,PAX02088,Early Check-in,HOTEL89
GUEST02089,PAX02089,Extra Bed,HOTEL322
GUEST02090,PAX02090,None,HOTEL371
GUEST02091,PAX02091,Extra Bed,HOTEL274
GUEST02092,PAX02092,Late Check-out,HOTEL202
GUEST02093,PAX02093,None,HOTEL321
GUEST02094,PAX02094,Extra Bed,HOTEL275
GUEST02095,PAX02095,Early Check-in,HOTEL184
GUEST02096,PAX02096,None,HOTEL324
GUEST02097,PAX02097,None,HOTEL200
GUEST02098,PAX02098,Early Check-in,HOTEL215
GUEST02099,PAX02099,None,HOTEL297
GUEST02100,PAX02100,Extra Bed,HOTEL144
GUEST02101,PAX02101,None,HOTEL492
GUEST02102,PAX02102,Extra Bed,HOTEL484
GUEST02103,PAX02103,None,HOTEL212
GUEST02104,PAX02104,Late Check-out,HOTEL8
GUEST02105,PAX02105,Early Check-in,HOTEL25
GUEST02106,PAX02106,Extra Bed,HOTEL302
GUEST02107,PAX02107,Early Check-in,HOTEL144
GUEST02108,PAX02108,Extra Bed,HOTEL196
GUEST02109,PAX02109,Early Check-in,HOTEL281
GUEST02110,PAX02110,Late Check-out,HOTEL107
GUEST02111,PAX02111,Late Check-out,HOTEL411
GUEST02112,PAX02112,None,HOTEL170
GUEST02113,PAX02113,Extra Bed,HOTEL182
GUEST02114,PAX02114,None,HOTEL319
GUEST02115,PAX02115,None,HOTEL48
GUEST02116,PAX02116,None,HOTEL135
GUEST02117,PAX02117,Early Check-in,HOTEL463
GUEST02118,PAX02118,None,HOTEL57
GUEST02119,PAX02119,Early Check-in,HOTEL395
GUEST02120,PAX02120,Extra Bed,HOTEL27
GUEST02121,PAX02121,Late Check-out,HOTEL149
GUEST02122,PAX02122,Extra Bed,HOTEL180
GUEST02123,PAX02123,Extra Bed,HOTEL337
GUEST02124,PAX02124,None,HOTEL22
GUEST02125,PAX02125,Early Check-in,HOTEL492
GUEST02126,PAX02126,Late Check-out,HOTEL125
GUEST02127,PAX02127,None,HOTEL102
GUEST02128,PAX02128,Late Check-out,HOTEL159
GUEST02129,PAX02129,Early Check-in,HOTEL133
GUEST02130,PAX02130,Late Check-out,HOTEL122
GUEST02131,PAX02131,Late Check-out,HOTEL44
GUEST02132,PAX02132,None,HOTEL216
GUEST02133,PAX02133,None,HOTEL149
GUEST02134,PAX02134,Extra Bed,HOTEL258
GUEST02135,PAX02135,Extra Bed,HOTEL121
GUEST02136,PAX02136,Early Check-in,HOTEL354
GUEST02137,PAX02137,Early Check-in,HOTEL90
GUEST02138,PAX02138,Early Check-in,HOTEL182
GUEST02139,PAX02139,Late Check-out,HOTEL490
GUEST02140,PAX02140,Extra Bed,HOTEL445
GUEST02141,PAX02141,None,HOTEL187
GUEST02142,PAX02142,None,HOTEL428
GUEST02143,PAX02143,Early Check-in,HOTEL158
GUEST02144,PAX02144,Extra Bed,HOTEL380
GUEST02145,PAX02145,Extra Bed,HOTEL261
GUEST02146,PAX02146,Late Check-out,HOTEL151
GUEST02147,PAX02147,Late Check-out,HOTEL177
GUEST02148,PAX02148,Early Check-in,HOTEL129
GUEST02149,PAX02149,Late Check-out,HOTEL175
GUEST02150,PAX02150,Extra Bed,HOTEL164
GUEST02151,PAX02151,None,HOTEL249
GUEST02152,PAX02152,None,HOTEL364
GUEST02153,PAX02153,Late Check-out,HOTEL89
GUEST02154,PAX02154,Late Check-out,HOTEL123
GUEST02155,PAX02155,Late Check-out,HOTEL273
GUEST02156,PAX02156,Late Check-out,HOTEL120
GUEST02157,PAX02157,Late Check-out,HOTEL243
GUEST02158,PAX02158,None,HOTEL213
GUEST02159,PAX02159,Extra Bed,HOTEL71
GUEST02160,PAX02160,Late Check-out,HOTEL361
GUEST02161,PAX02161,Early Check-in,HOTEL341
GUEST02162,PAX02162,None,HOTEL128
GUEST02163,PAX02163,Extra Bed,HOTEL255
GUEST02164,PAX02164,Late Check-out,HOTEL479
GUEST02165,PAX02165,Late Check-out,HOTEL382
GUEST02166,PAX02166,None,HOTEL83
GUEST02167,PAX02167,Early Check-in,HOTEL97
GUEST02168,PAX02168,Early Check-in,HOTEL322
GUEST02169,PAX02169,Early Check-in,HOTEL111
GUEST02170,PAX02170,Extra Bed,HOTEL469
GUEST02171,PAX02171,Late Check-out,HOTEL410
GUEST02172,PAX02172,Early Check-in,HOTEL246
GUEST02173,PAX02173,Extra Bed,HOTEL379
GUEST02174,PAX02174,Late Check-out,HOTEL246
GUEST02175,PAX02175,Early Check-in,HOTEL38
GUEST02176,PAX02176,Late Check-out,HOTEL200
GUEST02177,PAX02177,Extra Bed,HOTEL410
GUEST02178,PAX02178,Early Check-in,HOTEL373
GUEST02179,PAX02179,Late Check-out,HOTEL90
GUEST02180,PAX02180,Late Check-out,HOTEL132
GUEST02181,PAX02181,Extra Bed,HOTEL7
GUEST02182,PAX02182,Early Check-in,HOTEL47
GUEST02183,PAX02183,Extra Bed,HOTEL187
GUEST02184,PAX02184,Extra Bed,HOTEL147
GUEST02185,PAX02185,Extra Bed,HOTEL469
GUEST02186,PAX02186,Early Check-in,HOTEL88
GUEST02187,PAX02187,Early Check-in,HOTEL472
GUEST02188,PAX02188,None,HOTEL53
GUEST02189,PAX02189,Late Check-out,HOTEL308
GUEST02190,PAX02190,None,HOTEL94
GUEST02191,PAX02191,Early Check-in,HOTEL311
GUEST02192,PAX02192,Late Check-out,HOTEL171
GUEST02193,PAX02193,Extra Bed,HOTEL327
GUEST02194,PAX02194,Late Check-out,HOTEL42
GUEST02195,PAX02195,None,HOTEL262
GUEST02196,PAX02196,None,HOTEL238
GUEST02197,PAX02197,Early Check-in,HOTEL312
GUEST02198,PAX02198,Early Check-in,HOTEL204
GUEST02199,PAX02199,Late Check-out,HOTEL428
GUEST02200,PAX02200,Extra Bed,HOTEL346
GUEST02201,PAX02201,None,HOTEL8
GUEST02202,PAX02202,Late Check-out,HOTEL488
GUEST02203,PAX02203,Late Check-out,HOTEL260
GUEST02204,PAX02204,Extra Bed,HOTEL161
GUEST02205,PAX02205,Extra Bed,HOTEL22
GUEST02206,PAX02206,Late Check-out,HOTEL171
GUEST02207,PAX02207,Early Check-in,HOTEL457
GUEST02208,PAX02208,Late Check-out,HOTEL210
GUEST02209,PAX02209,Late Check-out,HOTEL76
GUEST02210,PAX02210,None,HOTEL484
GUEST02211,PAX02211,Extra Bed,HOTEL351
GUEST02212,PAX02212,Late Check-out,HOTEL338
GUEST02213,PAX02213,None,HOTEL5
GUEST02214,PAX02214,Extra Bed,HOTEL32
GUEST02215,PAX02215,Extra Bed,HOTEL420
GUEST02216,PAX02216,None,HOTEL386
GUEST02217,PAX02217,Extra Bed,HOTEL14
GUEST02218,PAX02218,Extra Bed,HOTEL61
GUEST02219,PAX02219,Late Check-out,HOTEL463
GUEST02220,PAX02220,Extra Bed,HOTEL276
GUEST02221,PAX02221,Late Check-out,HOTEL200
GUEST02222,PAX02222,Extra Bed,HOTEL215
GUEST02223,PAX02223,Extra Bed,HOTEL286
GUEST02224,PAX02224,Extra Bed,HOTEL431
GUEST02225,PAX02225,Late Check-out,HOTEL189
GUEST02226,PAX02226,Early Check-in,HOTEL438
GUEST02227,PAX02227,Late Check-out,HOTEL58
GUEST02228,PAX02228,Late Check-out,HOTEL151
GUEST02229,PAX02229,Early Check-in,HOTEL442
GUEST02230,PAX02230,Late Check-out,HOTEL85
GUEST02231,PAX02231,Late Check-out,HOTEL411
GUEST02232,PAX02232,Late Check-out,HOTEL308
GUEST02233,PAX02233,None,HOTEL31
GUEST02234,PAX02234,Early Check-in,HOTEL223
GUEST02235,PAX02235,Early Check-in,HOTEL434
GUEST02236,PAX02236,None,HOTEL65
GUEST02237,PAX02237,Extra Bed,HOTEL256
GUEST02238,PAX02238,Late Check-out,HOTEL106
GUEST02239,PAX02239,None,HOTEL232
GUEST02240,PAX02240,Extra Bed,HOTEL33
GUEST02241,PAX02241,Extra Bed,HOTEL312
GUEST02242,PAX02242,None,HOTEL51
GUEST02243,PAX02243,Late Check-out,HOTEL265
GUEST02244,PAX02244,Late Check-out,HOTEL101
GUEST02245,PAX02245,Extra Bed,HOTEL241
GUEST02246,PAX02246,Extra Bed,HOTEL368
GUEST02247,PAX02247,None,HOTEL210
GUEST02248,PAX02248,None,HOTEL61
GUEST02249,PAX02249,Early Check-in,HOTEL407
GUEST02250,PAX02250,Extra Bed,HOTEL236
GUEST02251,PAX02251,Extra Bed,HOTEL113
GUEST02252,PAX02252,None,HOTEL319
GUEST02253,PAX02253,Early Check-in,HOTEL305
GUEST02254,PAX02254,Late Check-out,HOTEL135
GUEST02255,PAX02255,None,HOTEL390
GUEST02256,PAX02256,Early Check-in,HOTEL99
GUEST02257,PAX02257,Early Check-in,HOTEL305
GUEST02258,PAX02258,None,HOTEL431
GUEST02259,PAX02259,Late Check-out,HOTEL80
GUEST02260,PAX02260,Extra Bed,HOTEL420
GUEST02261,PAX02261,None,HOTEL455
GUEST02262,PAX02262,Late Check-out,HOTEL294
GUEST02263,PAX02263,Extra Bed,HOTEL394
GUEST02264,PAX02264,Extra Bed,HOTEL408
GUEST02265,PAX02265,None,HOTEL46
GUEST02266,PAX02266,None,HOTEL101
GUEST02267,PAX02267,None,HOTEL339
GUEST02268,PAX02268,None,HOTEL466
GUEST02269,PAX02269,Late Check-out,HOTEL446
GUEST02270,PAX02270,None,HOTEL38
GUEST02271,PAX02271,Late Check-out,HOTEL425
GUEST02272,PAX02272,None,HOTEL316
GUEST02273,PAX02273,Late Check-out,HOTEL11
GUEST02274,PAX02274,Late Check-out,HOTEL70
GUEST02275,PAX02275,Extra Bed,HOTEL275
GUEST02276,PAX02276,Extra Bed,HOTEL370
GUEST02277,PAX02277,Early Check-in,HOTEL334
GUEST02278,PAX02278,Late Check-out,HOTEL178
GUEST02279,PAX02279,Early Check-in,HOTEL403
GUEST02280,PAX02280,Late Check-out,HOTEL22
GUEST02281,PAX02281,Late Check-out,HOTEL344
GUEST02282,PAX02282,Early Check-in,HOTEL492
GUEST02283,PAX02283,Early Check-in,HOTEL92
GUEST02284,PAX02284,Early Check-in,HOTEL36
GUEST02285,PAX02285,Early Check-in,HOTEL205
GUEST02286,PAX02286,Early Check-in,HOTEL252
GUEST02287,PAX02287,Late Check-out,HOTEL421
GUEST02288,PAX02288,Late Check-out,HOTEL339
GUEST02289,PAX02289,None,HOTEL403
GUEST02290,PAX02290,Late Check-out,HOTEL286
GUEST02291,PAX02291,Early Check-in,HOTEL319
GUEST02292,PAX02292,Late Check-out,HOTEL46
GUEST02293,PAX02293,Late Check-out,HOTEL330
GUEST02294,PAX02294,Early Check-in,HOTEL446
GUEST02295,PAX02295,Early Check-in,HOTEL303
GUEST02296,PAX02296,Extra Bed,HOTEL19
GUEST02297,PAX02297,Late Check-out,HOTEL380
GUEST02298,PAX02298,Early Check-in,HOTEL112
GUEST02299,PAX02299,Early Check-in,HOTEL186
GUEST02300,PAX02300,Extra Bed,HOTEL6
GUEST02301,PAX02301,Early Check-in,HOTEL145
GUEST02302,PAX02302,Early Check-in,HOTEL185
GUEST02303,PAX02303,None,HOTEL42
GUEST02304,PAX02304,Late Check-out,HOTEL421
GUEST02305,PAX02305,None,HOTEL140
GUEST02306,PAX02306,Late Check-out,HOTEL324
GUEST02307,PAX02307,Late Check-out,HOTEL104
GUEST02308,PAX02308,Early Check-in,HOTEL295
GUEST02309,PAX02309,None,HOTEL199
GUEST02310,PAX02310,Extra Bed,HOTEL82
GUEST02311,PAX02311,None,HOTEL254
GUEST02312,PAX02312,Early Check-in,HOTEL380
GUEST02313,PAX02313,None,HOTEL108
GUEST02314,PAX02314,Late Check-out,HOTEL438
GUEST02315,PAX02315,Early Check-in,HOTEL53
GUEST02316,PAX02316,Extra Bed,HOTEL408
GUEST02317,PAX02317,Early Check-in,HOTEL317
GUEST02318,PAX02318,Extra Bed,HOTEL113
GUEST02319,PAX02319,Extra Bed,HOTEL18
GUEST02320,PAX02320,Late Check-out,HOTEL444
GUEST02321,PAX02321,Early Check-in,HOTEL241
GUEST02322,PAX02322,None,HOTEL63
GUEST02323,PAX02323,None,HOTEL388
GUEST02324,PAX02324,Extra Bed,HOTEL274
GUEST02325,PAX02325,Extra Bed,HOTEL296
GUEST02326,PAX02326,None,HOTEL38
GUEST02327,PAX02327,Extra Bed,HOTEL270
GUEST02328,PAX02328,None,HOTEL171
GUEST02329,PAX02329,None,HOTEL334
GUEST02330,PAX02330,Early Check-in,HOTEL396
GUEST02331,PAX02331,Late Check-out,HOTEL378
GUEST02332,PAX02332,Early Check-in,HOTEL264
GUEST02333,PAX02333,Early Check-in,HOTEL325
GUEST02334,PAX02334,None,HOTEL400
GUEST02335,PAX02335,Early Check-in,HOTEL33
GUEST02336,PAX02336,Extra Bed,HOTEL340
GUEST02337,PAX02337,Extra Bed,HOTEL359
GUEST02338,PAX02338,None,HOTEL140
GUEST02339,PAX02339,None,HOTEL389
GUEST02340,PAX02340,None,HOTEL195
GUEST02341,PAX02341,Late Check-out,HOTEL239
GUEST02342,PAX02342,None,HOTEL147
GUEST02343,PAX02343,None,HOTEL350
GUEST02344,PAX02344,Extra Bed,HOTEL399
GUEST02345,PAX02345,Early Check-in,HOTEL222
GUEST02346,PAX02346,Extra Bed,HOTEL425
GUEST02347,PAX02347,Early Check-in,HOTEL238
GUEST02348,PAX02348,Late Check-out,HOTEL469
GUEST02349,PAX02349,Late Check-out,HOTEL424
GUEST02350,PAX02350,Late Check-out,HOTEL203
GUEST02351,PAX02351,Early Check-in,HOTEL446
GUEST02352,PAX02352,Late Check-out,HOTEL449
GUEST02353,PAX02353,Early Check-in,HOTEL484
GUEST02354,PAX02354,None,HOTEL497
GUEST02355,PAX02355,Extra Bed,HOTEL381
GUEST02356,PAX02356,Late Check-out,HOTEL243
GUEST02357,PAX02357,Late Check-out,HOTEL84
GUEST02358,PAX02358,None,HOTEL90
GUEST02359,PAX02359,Extra Bed,HOTEL15
GUEST02360,PAX02360,Early Check-in,HOTEL83
GUEST02361,PAX02361,Early Check-in,HOTEL120
GUEST02362,PAX02362,None,HOTEL247
GUEST02363,PAX02363,Extra Bed,HOTEL182
GUEST02364,PAX02364,None,HOTEL414
GUEST02365,PAX02365,Extra Bed,HOTEL248
GUEST02366,PAX02366,Early Check-in,HOTEL284
GUEST02367,PAX02367,Early Check-in,HOTEL83
GUEST02368,PAX02368,Early Check-in,HOTEL281
GUEST02369,PAX02369,Early Check-in,HOTEL100
GUEST02370,PAX02370,Extra Bed,HOTEL31
GUEST02371,PAX02371,None,HOTEL72
GUEST02372,PAX02372,Extra Bed,HOTEL215
GUEST02373,PAX02373,None,HOTEL321
GUEST02374,PAX02374,None,HOTEL103
GUEST02375,PAX02375,Late Check-out,HOTEL373
GUEST02376,PAX02376,None,HOTEL215
GUEST02377,PAX02377,Extra Bed,HOTEL146
GUEST02378,PAX02378,Late Check-out,HOTEL77
GUEST02379,PAX02379,None,HOTEL27
GUEST02380,PAX02380,Early Check-in,HOTEL436
GUEST02381,PAX02381,None,HOTEL321
GUEST02382,PAX02382,None,HOTEL114
GUEST02383,PAX02383,None,HOTEL484
GUEST02384,PAX02384,Late Check-out,HOTEL59
GUEST02385,PAX02385,None,HOTEL249
GUEST02386,PAX02386,Late Check-out,HOTEL24
GUEST02387,PAX02387,Late Check-out,HOTEL94
GUEST02388,PAX02388,Late Check-out,HOTEL95
GUEST02389,PAX02389,None,HOTEL275
