Location;Hotel;UserID;Title;Review;Rating;Value;Accessibility;Service;Room;Cleanliness;Sleep Quality
Legian Kuta Bali;Merccure Bali Legian;Denisedew;Fantastic !!!;As a single women travelling with two daughters for our first trip to Bali I picked the Mercure as it is an international chain and I have stayed at Mercure's/Accors before. I am so glad I did... Location is good and professional money changer right across the road (professional with security and good rate) We had a plunge pool room with a King and an extra rollaway bed. (Thanks Dyah for easily organising this) All the facilities in the room were great and aircon works well. Security is great. They are all very helpful and take note of number plates when you leave with driver or taxi and check all the cars before letting them in... they even stopped the crazy Bali traffic for me to cross the road. Breakfast - no complaints - Western and local buffet with egg station and;5;0;1;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;David_Bosanquet;Silent day in Mecure Bali Legain;We enjoyed our stay in this hotel. We received very professional & friendly service. All of the staff were very friendly & willing to help. The hotel was very clean in all aspects. The hotel is just over 12 months old and has all of the modern facilities you would expect from a new hotel. We were surprised at reception when checking in to be told we were staying in the hotel over a very special religious day in Bali… Nyepi day (or silent day). Its an annual event on the Hindu calendar that all of Bali recognises. No one in Bali is allowed on the streets anywhere on this day for 24 hours. This 24 curfew applies to tourists as well req ring all hotel guests to remain in the hotel for 24 hours. The hotel functioned as usual with meals etc but on reduced hours. The hotel was well;4;0;0;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;Sarah G;Beautiful;Really impressed with the mercure bali. Fantastic staff, from the reception to the house maids. Everything was catered for. Kids want to go back tomorrow. Thankyou all for the hospitality and look forward to our return trip next year.;5;0;0;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;William H;Bali experience;A detail like amenities should be asked if req re. Amenities request take much time. I cant take it from the front desk when in rush. An hour process to guest room. Free information of q ck reservation at potato head special for mercure guests. Thank you Melisa for the helpful suggestion during my vacation in Bali. Choosing mercure legian was a good decision.;5;0;0;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;jvirtue83;Value for money in great location;"We stayed at the Mercure Legian for 8 nights in March 2016 with a Webjet package. Our package was great value for money and included - Deluxe room with balcony - A daily cocktail per person - A daily massage per person - One lunch per person - One dinner per person - Airport transfers Our room was on the 4th floor and overlooked the ground level pool. The room was clean and was well furnished. The balcony only had one chair; however, there was a second chair in the room that could be taken out if req red. Air conditioning in the room was perfect – so refreshing after being outside. The bar fridge was cool enough for our needs. Fast Wifi, no issues at all with the connection. The location was fantastic and was one of the reasons we chose this hotel. On the corner of Legian &";5;0;1;0;1;1;0
Legian Kuta Bali;Merccure Bali Legian;Tracy R;Lovely hotel, great staff and perfect location;i love this hotel, the location is perfect! This is my 3rd stay here. i highly recommended it to my family and friends. The hotel is always spotless and the facilities are great, i love the choice of having 2 pools. I stayed in a king deluxe balcony room on level 2,the room was clean and the air-conditioning excellent, the balcony was huge with an outdoor setting and day bed. The hotel is opposite the commonwealth bank, has a great BMC money exchange next to Grandma's hotel on the other side. Now what really tops of this hotel is the staff!!!! I am always greeted with a smile and a lot of the staff actually know me by name. The professionalism they show is second to none. Ii am planning to return to bali with my family in September as i will definitely be staying here again.;5;0;1;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;Raffaele L;Great Hotel, Great Location;We found this hotel q te welcoming for our six day stay in Legian, Bali. The room, was clean, and the bed was q te comfortable and it had a private plunge pool which was very relaxing. The staff were q te friendly. We had breakfast which was normal buffet fare and q te adequate. The location of our room was on the ground floor and away from the busy main road and pool areas. I was q te happy with our stay in this hotel.;4;0;0;1;0;0;1
Legian Kuta Bali;Merccure Bali Legian;melvaRowntree;Great hotel;Great hotel. We had our own private plunge pool which was awesome and very private. The only thing that I would say the room that we stayed in was q te noisy outside from the main street along side the hotel. The breakfast wasn't great, very bland. other than that we really enjoyed our stay.;5;0;0;0;0;0;0
Legian Kuta Bali;Merccure Bali Legian;shuntory;Best location and kindly staff;That was my first trip to Bali. I stayed here for a week(1st Mar-8th Mar). I used pool everyday. In short, this hospitality is excellent and the hotel is clean. I didn't think this price was high. Every staff was so kind. Especially Ms.Fani, hotel officer, is nice. I really want to come again!(^ ^)/;5;0;0;1;0;1;0
Legian Kuta Bali;Merccure Bali Legian;SonjaLondon;Great hotel, close to the beach;This hotel felt like an oasis from the exhaust fumes and hawkers on Jl. Legian. The rooms are nice and clean, the pools looked great and the staff are very friendly. The beach is about a 10minute walk away. The only thing I'd suggest to improve this is to include some racks in the bathroom or balconies to dry wet swimwear on.;4;0;1;1;0;1;0
Legian Kuta Bali;Merccure Bali Legian;Fnick_Perth;Brilliant;My wife and I booked a 10 night stay at the Mercure Legian based on a Scoopon deal. Our expectations were not super high as the deal was almost too good to be true, however once we got there we were pleasantly surprised by a wonderful centrally located hotel on the corner of Jilan Legian and Melasti. We were familiar with the area having previously stayed at the Pullman down the road, so the corner location did not phase us. As a mater of fact, the corner location became an added bonus for us because of the Neypi Day celebrations that occurred during our stay. I have read many reviews where hotel staff are praised for their customer service skills. The Mercure Legian is no exception. Absolutely every customer touch point was a pleasant experience, from the driver who picked us;5;0;1;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;smoit;A very nice place;This hotel is very nice. Great customer service and very very friendly staff. The food is great also. A couple of very nice pools and sunbathing facilities with a gym for enthusiasts. A very secure hotel with gates and loads of security. Would definitely come back;4;0;0;1;0;0;0
