travelCode,userCode_x_x,name_x,place,days,hotel_perday,hotel_total,date_x,from,to,flightType,flight_cost,time,distance,agency,company,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus,Total_car_price
2708,23,Hotel K,Salvador (BH),3,263.41,790.23,03/11/2021,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2711,23,Hotel Z,Aracaju (SE),4,208.04,832.16,04/01/2021,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2718,23,Hotel BD,Natal (RN),4,242.88,971.52,05/20/2021,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2719,23,Hotel A,Florianopolis (SC),1,313.02,313.02,05/27/2021,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2720,23,Hotel K,Salvador (BH),2,263.41,526.82,06/03/2021,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2732,23,Hotel K,Salvador (BH),4,263.41,1053.64,08/26/2021,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2744,23,Hotel BD,Natal (RN),1,242.88,242.88,11/18/2021,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2754,23,Hotel AU,Recife (PE),2,312.83,625.66,01/27/2022,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2756,23,Hotel BP,Brasilia (DF),2,247.62,495.24,02/10/2022,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2758,23,Hotel AU,Recife (PE),2,312.83,625.66,02/24/2022,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2761,23,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/17/2022,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,4You,male,35,Richardsonhaven,Jeffreymouth,Luxury,Hertz,3.0,303.95,173.0,Partial,Cancelled,648.4
2762,23,Hotel AU,Recife (PE),4,312.83,1251.32,03/24/2022,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2767,23,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/28/2022,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2769,23,Hotel A,Florianopolis (SC),3,313.02,939.06,05/12/2022,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2773,23,Hotel A,Florianopolis (SC),3,313.02,939.06,06/09/2022,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2775,23,Hotel AU,Recife (PE),3,312.83,938.49,06/23/2022,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,4You,male,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2779,24,Hotel K,Salvador (BH),2,263.41,526.82,10/03/2019,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2781,24,Hotel Z,Aracaju (SE),4,208.04,832.16,10/17/2019,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2782,24,Hotel Z,Aracaju (SE),3,208.04,624.12,10/24/2019,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2783,24,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/31/2019,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2784,24,Hotel Z,Aracaju (SE),2,208.04,416.08,11/07/2019,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,4You,male,60,Brandonchester,Johnsonbury,Luxury,Budget,5.0,441.03,246.0,Full-to-Full,Cancelled,1046.8
2789,24,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/12/2019,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2791,24,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/26/2019,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2793,24,Hotel BD,Natal (RN),3,242.88,728.64,01/09/2020,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2796,24,Hotel BD,Natal (RN),3,242.88,728.64,01/30/2020,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2804,24,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/26/2020,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2809,24,Hotel BP,Brasilia (DF),3,247.62,742.86,04/30/2020,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,4You,male,60,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2822,25,Hotel BD,Natal (RN),3,242.88,728.64,10/17/2019,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2828,25,Hotel A,Florianopolis (SC),3,313.02,939.06,11/28/2019,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,4You,female,64,East Robertshire,New Collin,Hatchback,Hertz,5.0,478.15,218.0,Partial,Pending,674.4
2829,25,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/05/2019,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2831,25,Hotel A,Florianopolis (SC),3,313.02,939.06,12/19/2019,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2845,25,Hotel BP,Brasilia (DF),2,247.62,495.24,03/26/2020,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,4You,female,64,Mendozashire,North Katie,Hatchback,Hertz,1.0,47.0,230.0,Partial,Confirmed,284.0
2849,25,Hotel BP,Brasilia (DF),4,247.62,990.48,04/23/2020,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2850,25,Hotel BP,Brasilia (DF),1,247.62,247.62,04/30/2020,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2851,25,Hotel Z,Aracaju (SE),2,208.04,416.08,05/07/2020,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,4You,female,64,Kristahaven,South John,SUV,Enterprise,5.0,633.29,206.0,Prepaid,Confirmed,864.8
2853,25,Hotel BP,Brasilia (DF),4,247.62,990.48,05/21/2020,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2855,25,Hotel K,Salvador (BH),3,263.41,790.23,06/04/2020,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2858,25,Hotel BD,Natal (RN),1,242.88,242.88,06/25/2020,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2859,25,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/02/2020,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2863,25,Hotel A,Florianopolis (SC),2,313.02,626.04,07/30/2020,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,4You,female,64,Port Brian,East Reneeview,Sedan,Hertz,2.0,288.61,217.0,Partial,Cancelled,413.6
2864,25,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/06/2020,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2865,25,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/13/2020,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2879,25,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/19/2020,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2883,25,Hotel K,Salvador (BH),3,263.41,790.23,12/17/2020,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,4You,female,64,Bushmouth,Angelatown,Sedan,Enterprise,3.0,550.58,181.0,Partial,Pending,504.8
2884,25,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/24/2020,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,4You,female,64,Karenside,Lake Stevenland,Luxury,Avis,3.0,501.42,235.0,Partial,Cancelled,698.0
2888,25,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/21/2021,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2890,25,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/04/2021,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2891,25,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/11/2021,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2892,25,Hotel Z,Aracaju (SE),4,208.04,832.16,02/18/2021,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2895,25,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/11/2021,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,4You,female,64,West Cristian,New Chad,Hatchback,Enterprise,1.0,83.28,471.0,Prepaid,Pending,476.8
2899,25,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/08/2021,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2901,25,Hotel BD,Natal (RN),4,242.88,971.52,04/22/2021,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2902,25,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/29/2021,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2907,25,Hotel AU,Recife (PE),1,312.83,312.83,06/03/2021,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,4You,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2912,26,Hotel K,Salvador (BH),2,263.41,526.82,09/26/2019,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2918,26,Hotel AU,Recife (PE),3,312.83,938.49,11/07/2019,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2920,26,Hotel Z,Aracaju (SE),2,208.04,416.08,11/21/2019,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2921,26,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/28/2019,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2928,26,Hotel BP,Brasilia (DF),1,247.62,247.62,01/16/2020,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2929,26,Hotel BD,Natal (RN),1,242.88,242.88,01/23/2020,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2934,26,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/27/2020,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2938,26,Hotel K,Salvador (BH),2,263.41,526.82,03/26/2020,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2943,26,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/30/2020,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2945,26,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/14/2020,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2955,26,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/23/2020,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2956,26,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/30/2020,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2957,26,Hotel K,Salvador (BH),2,263.41,526.82,08/06/2020,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2962,26,Hotel Z,Aracaju (SE),2,208.04,416.08,09/10/2020,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2964,26,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/24/2020,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2970,26,Hotel K,Salvador (BH),3,263.41,790.23,11/05/2020,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2972,26,Hotel BP,Brasilia (DF),4,247.62,990.48,11/19/2020,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2973,26,Hotel K,Salvador (BH),1,263.41,263.41,11/26/2020,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2976,26,Hotel AU,Recife (PE),1,312.83,312.83,12/17/2020,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2983,26,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/04/2021,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2984,26,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/11/2021,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2986,26,Hotel A,Florianopolis (SC),3,313.02,939.06,02/25/2021,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2991,26,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/01/2021,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2992,26,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/08/2021,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
2998,26,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/20/2021,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3000,26,Hotel BP,Brasilia (DF),1,247.62,247.62,06/03/2021,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3002,26,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/17/2021,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,4You,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3008,27,Hotel A,Florianopolis (SC),3,313.02,939.06,10/17/2019,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3011,27,Hotel BD,Natal (RN),3,242.88,728.64,11/07/2019,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3012,27,Hotel A,Florianopolis (SC),3,313.02,939.06,11/14/2019,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3013,27,Hotel Z,Aracaju (SE),2,208.04,416.08,11/21/2019,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3014,27,Hotel AU,Recife (PE),3,312.83,938.49,11/28/2019,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3016,27,Hotel BD,Natal (RN),1,242.88,242.88,12/12/2019,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3023,27,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/30/2020,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3024,27,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/06/2020,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3026,27,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/20/2020,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3027,27,Hotel AU,Recife (PE),1,312.83,312.83,02/27/2020,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3030,27,Hotel BD,Natal (RN),1,242.88,242.88,03/19/2020,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,4You,male,62,South Kendra,Lake Nicoleshire,Hatchback,Budget,5.0,387.88,206.0,Prepaid,Confirmed,664.8
3033,27,Hotel BP,Brasilia (DF),4,247.62,990.48,04/09/2020,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3039,27,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05/21/2020,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3040,27,Hotel AU,Recife (PE),4,312.83,1251.32,05/28/2020,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3056,27,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/17/2020,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3060,27,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/15/2020,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3062,27,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/29/2020,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3066,27,Hotel Z,Aracaju (SE),3,208.04,624.12,11/26/2020,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3072,27,Hotel A,Florianopolis (SC),2,313.02,626.04,01/07/2021,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3074,27,Hotel K,Salvador (BH),3,263.41,790.23,01/21/2021,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3076,27,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/04/2021,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3077,27,Hotel A,Florianopolis (SC),3,313.02,939.06,02/11/2021,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3079,27,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/25/2021,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,4You,male,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3081,28,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/26/2019,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,4You,female,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3083,28,Hotel A,Florianopolis (SC),2,313.02,626.04,10/10/2019,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,4You,female,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3085,28,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/24/2019,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,4You,female,46,East Charles,Franceshaven,Hatchback,Sixt,4.0,589.36,155.0,Partial,Cancelled,524.0
3086,28,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/31/2019,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,4You,female,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3091,29,Hotel BP,Brasilia (DF),4,247.62,990.48,09/26/2019,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,4You,female,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3092,29,Hotel BD,Natal (RN),2,242.88,485.76,10/03/2019,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,4You,female,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3093,29,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/10/2019,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,4You,female,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3100,29,Hotel A,Florianopolis (SC),2,313.02,626.04,11/28/2019,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,4You,female,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3101,29,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/05/2019,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,4You,female,35,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
3103,29,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/19/2019,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,4You,female,35,North Jasonmouth,Braunside,Hatchback,Budget,2.0,377.17,314.0,Prepaid,Cancelled,451.20000000000005
