hotel_stay_id,hotel_booking_id,room_type,bed_type,rating,review_text
HS02015,HB02015,Deluxe,Double,1,Yourself wonder upon.
HS02016,HB02016,Standard,Single,5,Somebody decision which pattern.
HS02017,HB02017,Standard,Single,1,Open appear task campaign race face fire sure.
HS02018,HB02018,Standard,Double,5,Shoulder list structure century though.
HS02019,HB02019,Deluxe,Double,4,Note conference look green.
HS02020,HB02020,Deluxe,Single,4,Send writer nice collection.
HS02021,HB02021,Deluxe,King,1,Artist pass condition sit.
HS02022,HB02022,Deluxe,Double,1,Require network sound.
HS02023,HB02023,Suite,Double,1,Politics admit education available bill live.
HS02024,HB02024,Standard,Single,5,Least magazine rise movie real.
HS02025,HB02025,Standard,King,1,Place lay somebody another.
HS02026,HB02026,Suite,Single,5,Human church build building.
HS02027,HB02027,Suite,Single,3,Like generation talk teacher buy its police.
HS02028,HB02028,Standard,Double,5,Letter official board return show.
HS02029,HB02029,Suite,Double,1,Spring public foot radio machine real.
HS02030,HB02030,Suite,Double,3,How break house.
HS02031,HB02031,Deluxe,Single,1,Assume whose new heart own can expect.
HS02032,HB02032,Standard,Single,3,Agency including continue including safe hold answer live.
HS02033,HB02033,Standard,Double,5,As now billion paper.
HS02034,HB02034,Standard,Double,1,Couple surface staff official option order.
HS02035,HB02035,Deluxe,King,5,My yeah expert son action.
HS02036,HB02036,Suite,Double,3,Could want generation.
HS02037,HB02037,Deluxe,King,1,Training keep study sell.
HS02038,HB02038,Standard,Single,5,Five hundred similar doctor.
HS02039,HB02039,Deluxe,Double,1,Especially social student who since collection accept.
HS02040,HB02040,Suite,Single,1,Weight field figure serious form people continue.
HS02041,HB02041,Standard,Double,1,Response voice medical yeah official so movement maintain.
HS02042,HB02042,Standard,Single,1,Degree offer near forward budget force with.
HS02043,HB02043,Deluxe,Single,3,You series employee development reason.
HS02044,HB02044,Deluxe,Double,2,Cover energy threat inside get.
HS02045,HB02045,Suite,King,5,Move morning service even defense.
HS02046,HB02046,Suite,Double,3,Happy president of various away feeling.
HS02047,HB02047,Deluxe,Single,1,Continue floor structure form season remember affect general.
HS02048,HB02048,Deluxe,Single,1,Have Mr artist assume despite foot front.
HS02049,HB02049,Deluxe,King,5,Represent along relate art.
HS02050,HB02050,Suite,Double,1,Large month occur environmental.
HS02051,HB02051,Suite,King,4,Tree factor actually evening say single.
HS02052,HB02052,Deluxe,Double,1,Man line case enter month.
HS02053,HB02053,Standard,Double,1,Skill place future yard physical.
HS02054,HB02054,Standard,Double,2,Success enter because cause late already program similar.
HS02055,HB02055,Suite,King,2,Dark respond interest yourself.
HS02056,HB02056,Deluxe,Double,3,Door body figure.
HS02057,HB02057,Suite,King,4,Half response any TV military.
HS02058,HB02058,Standard,King,2,Physical tree debate military.
HS02059,HB02059,Deluxe,King,1,Performance hope bed suffer really south.
HS02060,HB02060,Suite,King,1,Rich main instead method organization oil.
HS02061,HB02061,Deluxe,Double,3,Billion direction education set probably anyone.
HS02062,HB02062,Deluxe,Single,3,Near health institution hot no growth defense.
HS02063,HB02063,Deluxe,Single,3,Character nothing hear know discussion newspaper give.
HS02064,HB02064,Deluxe,King,3,Type exactly hospital throughout former into.
HS02065,HB02065,Standard,Single,1,Choose character agreement value help professor.
HS02066,HB02066,Standard,King,3,Turn office box issue.
HS02067,HB02067,Deluxe,Double,5,Along discuss authority work.
HS02068,HB02068,Deluxe,Double,2,Effort foreign painting.
HS02069,HB02069,Deluxe,Single,2,Edge Republican surface increase book third west.
HS02070,HB02070,Deluxe,King,4,Several star whatever become.
HS02071,HB02071,Standard,Single,1,Yard role always wear Congress.
HS02072,HB02072,Deluxe,Double,3,Relationship relate show degree above stuff home.
HS02073,HB02073,Deluxe,King,1,Open low foot exactly need dream.
HS02074,HB02074,Deluxe,Double,5,Discussion find Mrs Mr score professor military.
HS02075,HB02075,Suite,King,5,Particularly center he clearly television and.
HS02076,HB02076,Suite,Single,2,Down side show finally yet.
HS02077,HB02077,Suite,Double,1,Factor paper military accept recently long.
HS02078,HB02078,Suite,King,5,Audience provide share mother position nor sea.
HS02079,HB02079,Deluxe,King,5,Trial nothing add research cold factor cover final.
HS02080,HB02080,Deluxe,Single,5,Each picture bring billion I use.
HS02081,HB02081,Standard,King,1,Leave far glass those left break.
HS02082,HB02082,Standard,Double,5,Course key require protect.
HS02083,HB02083,Deluxe,Double,5,Huge unit Congress stand.
HS02084,HB02084,Standard,Double,2,Leave culture feeling know college.
HS02085,HB02085,Suite,Double,1,Later represent beautiful new.
HS02086,HB02086,Standard,Single,1,Occur federal effort site now individual in.
HS02087,HB02087,Standard,Double,5,Radio consider stand evening indicate meet.
HS02088,HB02088,Deluxe,Double,2,Add myself out different.
HS02089,HB02089,Deluxe,Single,3,Test short beat purpose full federal effort.
HS02090,HB02090,Standard,Double,3,Make security figure turn.
HS02091,HB02091,Deluxe,Double,1,Television sort suffer door strategy knowledge he.
HS02092,HB02092,Deluxe,Double,3,Try step situation really work.
HS02093,HB02093,Standard,Double,1,Three style material bring.
HS02094,HB02094,Suite,Double,5,Here improve quite follow identify cause.
HS02095,HB02095,Standard,King,5,Figure well behavior themselves.
HS02096,HB02096,Suite,Double,4,Senior stage agree fill relationship sister score.
HS02097,HB02097,Standard,Single,1,Notice gun for finish letter room then today.
HS02098,HB02098,Deluxe,Double,5,Very life effect matter action.
HS02099,HB02099,Standard,Single,5,Hit with church half western blue.
HS02100,HB02100,Deluxe,Single,2,Voice put behind way site work.
HS02101,HB02101,Deluxe,King,1,Organization author role Mr whether.
HS02102,HB02102,Standard,Double,3,Big message next white sense.
HS02103,HB02103,Suite,King,5,Foot why positive dog hundred manager factor.
HS02104,HB02104,Suite,King,4,These audience adult kid development church happen.
HS02105,HB02105,Suite,Double,4,Part source begin begin sell join try.
HS02106,HB02106,Standard,King,1,Professional around its two hair court party.
HS02107,HB02107,Suite,Double,4,Scene test international likely event.
HS02108,HB02108,Deluxe,King,1,Page travel artist hit answer return save.
HS02109,HB02109,Suite,Single,2,Focus easy watch skin measure price.
HS02110,HB02110,Standard,Single,1,Need scene do not series draw represent.
HS02111,HB02111,Standard,Single,3,Travel team ability fish require officer.
HS02112,HB02112,Deluxe,Double,5,Price recent treat drive draw put specific late.
HS02113,HB02113,Suite,Single,5,Week experience various table evidence tree.
HS02114,HB02114,Suite,Single,3,Fact before brother draw.
HS02115,HB02115,Standard,Double,2,Personal own whole while.
HS02116,HB02116,Standard,Double,3,Science follow sound yard.
HS02117,HB02117,Deluxe,Double,1,Yourself none race husband arm.
HS02118,HB02118,Suite,Double,4,Hospital herself social.
HS02119,HB02119,Suite,Double,1,Race board company whatever much than.
HS02120,HB02120,Deluxe,Single,5,Behind onto fear mention true modern.
HS02121,HB02121,Standard,King,3,Environment fund south again what although because knowledge.
HS02122,HB02122,Standard,Single,4,Ten skin paper be option.
HS02123,HB02123,Suite,Single,3,Number environment audience along often stage activity.
HS02124,HB02124,Standard,Double,3,Stock bank campaign world.
HS02125,HB02125,Deluxe,Double,4,Loss provide body continue house music capital cause.
HS02126,HB02126,Deluxe,Single,3,Both employee approach hear.
HS02127,HB02127,Suite,King,4,Source to save doctor with.
HS02128,HB02128,Deluxe,King,3,Similar guess ready senior.
HS02129,HB02129,Standard,King,1,Reflect store hope though condition hope building.
HS02130,HB02130,Deluxe,Double,1,Wish possible nor kind want.
HS02131,HB02131,Suite,King,3,Play model himself rest day.
HS02132,HB02132,Standard,King,2,Even door police suddenly include your.
HS02133,HB02133,Deluxe,Single,2,Personal conference player reduce table identify.
HS02134,HB02134,Standard,Single,3,Court a hot western.
HS02135,HB02135,Suite,Double,1,Quickly call save public somebody.
HS02136,HB02136,Standard,King,5,Suffer couple and carry.
HS02137,HB02137,Standard,King,2,Every soon break movement.
HS02138,HB02138,Suite,Double,5,Decade how choose condition.
HS02139,HB02139,Deluxe,King,1,Policy inside learn share blue card.
HS02140,HB02140,Standard,Single,4,Rest professor still cost garden.
HS02141,HB02141,Standard,Double,2,Discuss same major air which bring.
HS02142,HB02142,Suite,Double,4,Involve idea tend whatever yourself series.
HS02143,HB02143,Deluxe,Double,2,Pressure want sign arrive four bad.
HS02144,HB02144,Standard,King,2,Perform institution rise pressure.
HS02145,HB02145,Deluxe,Single,4,Fill north sign pretty action.
HS02146,HB02146,Deluxe,Single,3,Free side radio today majority security.
HS02147,HB02147,Suite,Single,4,Heavy answer mention pattern family ready.
HS02148,HB02148,Standard,Double,4,Rather item agree themselves.
HS02149,HB02149,Deluxe,Double,3,Exist few smile president music agency.
HS02150,HB02150,Standard,King,3,Return parent act recently.
HS02151,HB02151,Suite,Double,5,Indeed the space quality star.
HS02152,HB02152,Deluxe,Single,1,Order institution step majority young eight year.
HS02153,HB02153,Suite,Double,4,Whatever benefit information many.
HS02154,HB02154,Standard,King,4,Actually then present who expert great.
HS02155,HB02155,Deluxe,Single,4,Customer western then.
HS02156,HB02156,Standard,King,4,Weight range front key team.
HS02157,HB02157,Standard,Single,3,Real late a health.
HS02158,HB02158,Suite,Single,3,How need specific response for start.
HS02159,HB02159,Deluxe,Double,5,Public middle onto not.
HS02160,HB02160,Suite,King,3,Give way political camera.
HS02161,HB02161,Suite,Single,3,Attention pressure public debate animal series require cup.
HS02162,HB02162,Deluxe,King,5,Reach middle lawyer.
HS02163,HB02163,Standard,King,3,Environmental Republican daughter unit conference.
HS02164,HB02164,Deluxe,Single,5,Senior deal fish fast news begin myself.
HS02165,HB02165,Suite,Single,2,Dark policy matter almost wear huge goal.
HS02166,HB02166,Suite,Double,4,Practice form cut commercial change.
HS02167,HB02167,Suite,Double,4,Wind certain Democrat gas the religious.
HS02168,HB02168,Standard,King,3,Modern whatever test sort hotel consumer image walk.
HS02169,HB02169,Deluxe,Single,2,Quickly everybody question during model.
HS02170,HB02170,Suite,Single,5,Wrong popular subject man structure reflect medical.
HS02171,HB02171,Standard,Double,1,Cost world rather study.
HS02172,HB02172,Deluxe,Double,2,Want anyone find identify professional staff meet.
HS02173,HB02173,Standard,Single,1,Point hotel part no most affect.
HS02174,HB02174,Deluxe,Double,2,Network involve purpose bar.
HS02175,HB02175,Standard,Double,1,Chair course hundred herself require about.
HS02176,HB02176,Standard,Double,4,Trial follow set politics different great.
HS02177,HB02177,Suite,Single,4,Turn various write next house scene.
HS02178,HB02178,Deluxe,Double,1,Street option share continue natural rule ask.
HS02179,HB02179,Deluxe,King,3,Film staff rise plan.
HS02180,HB02180,Deluxe,King,5,Likely item challenge.
HS02181,HB02181,Standard,Double,1,Media maintain president summer.
HS02182,HB02182,Deluxe,King,2,Too almost seven scientist you science.
HS02183,HB02183,Standard,King,5,Girl start team picture morning order car.
HS02184,HB02184,Suite,Single,2,Health should area whole vote easy community.
HS02185,HB02185,Standard,King,1,Life message hair lay already sense.
HS02186,HB02186,Deluxe,Single,4,Dream bit member deal later career.
HS02187,HB02187,Deluxe,Single,3,Pressure along magazine summer.
HS02188,HB02188,Deluxe,King,5,Concern plan end cold particular.
HS02189,HB02189,Suite,Single,1,Try new last line important order.
HS02190,HB02190,Standard,King,4,Practice significant process thank mention western.
HS02191,HB02191,Standard,King,5,Cold firm quite wait partner deep.
HS02192,HB02192,Suite,King,1,Fund concern social huge yes somebody minute prepare.
HS02193,HB02193,Standard,Double,5,Smile shoulder chance want matter.
HS02194,HB02194,Deluxe,Single,2,Price theory them last behind it final.
HS02195,HB02195,Suite,Double,4,Note sometimes book when.
HS02196,HB02196,Standard,Double,3,What keep safe culture time challenge democratic.
HS02197,HB02197,Standard,Single,3,Executive these beyond.
HS02198,HB02198,Standard,Single,5,Win inside stand girl assume.
HS02199,HB02199,Deluxe,Double,4,Politics operation present power writer hospital.
HS02200,HB02200,Standard,Double,3,Financial southern second president amount seek improve four.
HS02201,HB02201,Standard,Single,3,Born state before public determine rise.
HS02202,HB02202,Standard,King,5,Single decide me hope campaign tax song.
HS02203,HB02203,Suite,King,3,To story else together worry else down.
HS02204,HB02204,Standard,King,1,Between majority again note crime change end rock.
HS02205,HB02205,Suite,Double,3,Issue glass sound where room.
HS02206,HB02206,Standard,King,4,Time recent cause have.
HS02207,HB02207,Deluxe,Double,5,Well available how painting me.
HS02208,HB02208,Suite,Single,2,Allow customer responsibility several same on.
HS02209,HB02209,Standard,Double,2,Most drug girl middle board for yes.
HS02210,HB02210,Standard,Double,1,Nice history company myself medical.
HS02211,HB02211,Deluxe,Single,1,Collection finally laugh only move benefit sister.
HS02212,HB02212,Standard,Single,2,World work there eight church turn within.
HS02213,HB02213,Standard,Double,4,American hit admit dark.
HS02214,HB02214,Suite,Double,4,Describe identify people still student.
HS02215,HB02215,Deluxe,King,5,Simple keep though take continue property remain.
HS02216,HB02216,Standard,Double,1,Rich around commercial process third foreign as.
HS02217,HB02217,Suite,Single,3,Between plant information media each gun during.
HS02218,HB02218,Standard,King,3,Machine not magazine herself debate.
HS02219,HB02219,Standard,King,4,Total whose cause discover task.
