air_booking_id,pax_id,flight_number,departure_city,arrival_city,departure_date,return_date,seat_class,booking_status,payment_method,transaction_amount
AB01913,PAX01913,FL912,Mccoyborough,Port Kevin,08/04/2023,19/04/2023,Economy,Pending,Net Banking,399.78
AB01914,PAX01914,FL587,East Danielfurt,Melissaport,29/03/2023,06/09/2025,Economy,No-Show,PayPal,112.5
AB01915,PAX01915,FL575,New Stephanie,Stephaniehaven,25/11/2024,04/09/2025,Business,Canceled,PayPal,709.56
AB01916,PAX01916,FL821,Thomasmouth,Lake William,05/03/2023,26/04/2023,First Class,Canceled,PayPal,423.98
AB01917,PAX01917,FL740,Collinstown,Port David,29/06/2023,30/06/2023,Business,No-Show,PayPal,670.33
AB01918,PAX01918,FL152,West Lori,New Daniel,22/02/2023,19/03/2023,First Class,No-Show,PayPal,923.83
AB01919,PAX01919,FL696,Johnstonmouth,New Patrick,16/03/2024,12/08/2025,First Class,No-Show,PayPal,1143.94
AB01920,PAX01920,FL174,Douglasview,Rachelton,08/12/2023,15/12/2023,First Class,No-Show,PayPal,427.53
AB01921,PAX01921,FL583,East Dwayne,Pittsburgh,26/02/2024,28/03/2024,Business,No-Show,PayPal,1034.09
AB01922,PAX01922,FL661,Lake Cherylburgh,Port Melanie,28/05/2023,08/09/2025,Economy,No-Show,PayPal,868.87
AB01923,PAX01923,FL125,Huertaland,South Emilyview,12/09/2023,16/06/2025,Economy,Pending,PayPal,257
AB01924,PAX01924,FL495,West Alex,South Natalie,17/11/2023,30/11/2023,Economy,Canceled,Credit Card,358.33
AB01925,PAX01925,FL942,East Wesleyburgh,Port Johnhaven,16/08/2024,27/06/2025,First Class,Pending,PayPal,383.5
AB01926,PAX01926,FL307,Lawrencefort,East Samanthafurt,26/05/2024,03/03/2025,First Class,Pending,UPI,790.94
AB01927,PAX01927,FL915,Port Sandraview,Jessicaburgh,18/11/2024,13/01/2025,Economy,No-Show,PayPal,352.18
AB01928,PAX01928,FL997,Port Debbie,Annetteview,18/12/2023,09/01/2024,Business,No-Show,Net Banking,1057.32
AB01929,PAX01929,FL776,East Meganburgh,Rodriguezshire,17/10/2024,07/01/2026,First Class,No-Show,Net Banking,1200.98
AB01930,PAX01930,FL249,Dawnchester,Washingtonhaven,28/10/2024,09/11/2024,Economy,No-Show,Credit Card,692.22
AB01931,PAX01931,FL168,Port Adamshire,South Melissa,06/02/2024,31/05/2025,Economy,No-Show,PayPal,1151.14
AB01932,PAX01932,FL998,Cynthiaborough,East Annville,23/12/2023,21/04/2025,Economy,Pending,Net Banking,1378.97
AB01933,PAX01933,FL662,Donnatown,Joannhaven,21/01/2024,23/02/2024,First Class,Confirmed,UPI,776.6
AB01934,PAX01934,FL295,West Jamie,South Danielfort,19/06/2024,04/07/2025,Economy,Canceled,Credit Card,358.29
AB01935,PAX01935,FL823,New Reneeburgh,Masonside,23/08/2024,,Economy,No-Show,Credit Card,406.3
AB01936,PAX01936,FL319,South Jon,Port Gene,04/02/2024,10/01/2026,Economy,No-Show,UPI,1062.57
AB01937,PAX01937,FL208,North Jacob,West Brian,20/12/2024,,Business,Canceled,Net Banking,1353.86
AB01938,PAX01938,FL316,New Charlesville,Jameschester,18/05/2023,31/05/2023,First Class,No-Show,Credit Card,398.7
AB01939,PAX01939,FL758,Christineview,Amytown,22/04/2024,01/04/2025,Economy,No-Show,PayPal,842.91
AB01940,PAX01940,FL903,Port Eric,New Susan,14/06/2023,17/06/2025,Business,Pending,Credit Card,914.65
AB01941,PAX01941,FL141,Pinedamouth,East Michaelchester,07/04/2024,03/06/2025,First Class,No-Show,Credit Card,915.86
AB01942,PAX01942,FL448,New Nicolemouth,North Michaelshire,27/04/2023,,First Class,No-Show,PayPal,241.51
AB01943,PAX01943,FL251,North Amandashire,West Alexbury,10/01/2025,17/05/2025,Business,No-Show,Credit Card,564.72
AB01944,PAX01944,FL308,Carterfurt,West Michael,24/04/2023,12/06/2023,Economy,No-Show,Net Banking,695.93
AB01945,PAX01945,FL476,East Kristenview,Richardburgh,10/12/2023,06/01/2024,First Class,Pending,PayPal,1057.37
AB01946,PAX01946,FL300,Seanburgh,East Timothy,29/09/2023,,First Class,No-Show,PayPal,731.31
AB01947,PAX01947,FL387,Carrview,Port Sandramouth,28/03/2024,05/07/2025,First Class,Pending,PayPal,255.91
AB01948,PAX01948,FL586,West Tammymouth,Elizabethville,22/03/2023,02/12/2025,First Class,No-Show,Net Banking,159.03
AB01949,PAX01949,FL652,Hansenland,Michaelfurt,14/07/2023,04/08/2023,Business,Pending,PayPal,139.39
AB01950,PAX01950,FL490,Mitchellmouth,Wattschester,07/07/2023,16/08/2023,Economy,No-Show,PayPal,269.43
AB01951,PAX01951,FL169,West Christopherstad,Carrieberg,08/08/2024,10/05/2025,First Class,Confirmed,Net Banking,804.02
AB01952,PAX01952,FL129,South Jason,Anthonyshire,27/01/2025,13/05/2025,First Class,No-Show,Net Banking,473.14
AB01953,PAX01953,FL817,West Kevin,Chadburgh,02/05/2023,22/07/2025,First Class,Pending,UPI,201.69
AB01954,PAX01954,FL262,East Amytown,Andersonview,28/07/2024,04/02/2025,Business,Confirmed,UPI,1497.18
AB01955,PAX01955,FL131,Lake Kenneth,Chadshire,08/05/2024,05/11/2025,Business,Confirmed,UPI,1499.52
AB01956,PAX01956,FL195,North Judy,Cassandratown,19/03/2023,25/04/2023,Business,Confirmed,UPI,721.96
AB01957,PAX01957,FL784,South Kelly,Williamhaven,27/05/2023,02/09/2025,Business,Pending,Net Banking,1278.04
AB01958,PAX01958,FL755,New Beverlystad,North Chelsea,16/03/2024,21/11/2025,Economy,Canceled,UPI,256.25
AB01959,PAX01959,FL748,Kyleside,Clarkport,09/01/2025,30/03/2025,First Class,Pending,Credit Card,865.15
AB01960,PAX01960,FL909,Michaelstad,Port Jeffrey,16/05/2023,13/06/2023,Economy,Canceled,UPI,1439.93
AB01961,PAX01961,FL775,Perryberg,Lake Wendyton,21/11/2024,27/11/2024,First Class,Canceled,UPI,859.01
AB01962,PAX01962,FL872,Lake Christopherland,Brownbury,20/12/2023,27/04/2025,Business,Canceled,UPI,990.73
AB01963,PAX01963,FL410,South Kathryn,Rebeccabury,11/07/2024,26/08/2024,Economy,No-Show,Credit Card,1150.01
AB01964,PAX01964,FL196,New Michael,Port Sara,06/12/2024,25/05/2025,Economy,Canceled,PayPal,478.69
AB01965,PAX01965,FL546,North Katherinechester,Lake Angelaport,30/01/2023,15/02/2023,Business,Confirmed,UPI,525.93
AB01966,PAX01966,FL931,Amandaville,West Ellen,11/08/2024,07/10/2024,First Class,Canceled,Credit Card,198.21
AB01967,PAX01967,FL506,Jamesberg,Port Jonathanville,19/02/2023,04/04/2025,First Class,Confirmed,Credit Card,365.45
AB01968,PAX01968,FL692,Garciamouth,New Sabrina,01/04/2023,03/09/2025,Business,No-Show,PayPal,787.98
AB01969,PAX01969,FL184,Davidberg,West Susan,07/10/2024,17/01/2026,Economy,Canceled,Credit Card,670.69
AB01970,PAX01970,FL916,New Kerri,Brownmouth,17/08/2024,15/04/2025,Business,Confirmed,Net Banking,1401.06
AB01971,PAX01971,FL587,Michelleborough,Lake Stephaniehaven,23/04/2023,03/06/2023,Business,No-Show,UPI,588.46
AB01972,PAX01972,FL908,Rodriguezbury,North Allison,17/02/2024,16/04/2025,Economy,Canceled,UPI,895.86
AB01973,PAX01973,FL855,Mauriceside,New James,19/02/2023,19/06/2025,Economy,Pending,PayPal,230.93
AB01974,PAX01974,FL373,South Christopher,Andersonborough,26/12/2023,02/02/2024,Economy,Pending,UPI,1492.81
AB01975,PAX01975,FL796,Lake Tina,New Laura,03/01/2025,28/02/2025,First Class,Canceled,Net Banking,932.1
AB01976,PAX01976,FL305,West Andrewbury,Danielhaven,05/06/2023,11/06/2025,Economy,Canceled,Credit Card,1111.87
AB01977,PAX01977,FL897,North Paula,Hernandezland,17/06/2023,24/12/2025,First Class,Pending,Net Banking,762.55
AB01978,PAX01978,FL582,West Nicholasfurt,North Anthony,17/08/2023,,Business,Pending,Credit Card,248.81
AB01979,PAX01979,FL307,Morganville,Transhire,14/08/2023,03/10/2023,Business,No-Show,Net Banking,232.55
AB01980,PAX01980,FL699,Ramseyview,Melissashire,27/07/2024,21/08/2024,Business,Confirmed,PayPal,1227.51
AB01981,PAX01981,FL574,Martinezmouth,North Michaelshire,08/10/2023,16/01/2026,Business,Pending,Credit Card,1019.16
AB01982,PAX01982,FL745,Jesseland,Lake Stephanie,18/06/2023,28/03/2025,First Class,Confirmed,PayPal,884.44
AB01983,PAX01983,FL770,West Stephaniemouth,Port Ericborough,17/08/2024,11/09/2024,Economy,Canceled,PayPal,659.41
AB01984,PAX01984,FL878,Mcguireview,Fergusonfurt,18/12/2023,,First Class,Pending,UPI,506.2
AB01985,PAX01985,FL824,Jonathanchester,Port Jane,17/06/2024,17/07/2024,Economy,No-Show,Net Banking,517.23
AB01986,PAX01986,FL914,Heatherberg,Port Sarahstad,15/02/2023,04/03/2023,Business,Pending,PayPal,498.37
AB01987,PAX01987,FL215,Garychester,Higginstown,19/09/2023,21/10/2023,Economy,Pending,PayPal,676.89
AB01988,PAX01988,FL285,Lake Kimberly,East Robertshire,12/03/2024,25/09/2025,First Class,Pending,Credit Card,116.42
AB01989,PAX01989,FL619,New Melanie,Bishoptown,20/07/2024,30/07/2024,Economy,No-Show,UPI,1303.21
AB01990,PAX01990,FL804,Pollardville,Port Anthonyville,21/09/2023,,Business,Pending,UPI,358.28
AB01991,PAX01991,FL476,South Nicholasside,New Zachary,23/01/2024,01/01/2026,Economy,No-Show,Net Banking,793.18
AB01992,PAX01992,FL201,East Mark,Marcusfort,19/04/2023,11/02/2025,Business,No-Show,Credit Card,493.12
AB01993,PAX01993,FL423,Mendozaton,Lake Barbara,19/09/2023,07/11/2023,First Class,No-Show,Net Banking,170.85
AB01994,PAX01994,FL486,West Thomasborough,New Travis,03/11/2024,27/11/2024,First Class,No-Show,PayPal,1388.97
AB01995,PAX01995,FL231,Greenchester,Nelsonberg,09/04/2024,30/10/2025,Business,Canceled,UPI,421.16
AB01996,PAX01996,FL989,Port Rachel,South Chelsea,05/11/2023,18/12/2023,Economy,Canceled,UPI,1112.75
AB01997,PAX01997,FL797,Johnland,East Kimberly,06/07/2023,14/08/2023,Economy,No-Show,Credit Card,208.52
AB01998,PAX01998,FL638,South Christopher,Lake Matthewtown,27/12/2024,12/11/2025,Business,Canceled,Credit Card,1359.25
AB01999,PAX01999,FL989,North Manuelborough,North Matthew,13/08/2024,02/10/2024,Business,Canceled,PayPal,937.77
AB02000,PAX02000,FL207,Garciaton,Scotthaven,01/05/2023,08/06/2023,Economy,No-Show,Credit Card,1280.31
AB02001,PAX02001,FL674,Cainland,Brendaview,06/08/2023,27/03/2025,Business,Confirmed,UPI,426.42
AB02002,PAX02002,FL875,Donaldborough,Davefort,20/08/2023,20/02/2025,Economy,Confirmed,PayPal,809.28
AB02003,PAX02003,FL925,Willisville,Lorifort,27/01/2025,28/08/2025,Business,Confirmed,PayPal,641.68
AB02004,PAX02004,FL637,Lake Nancy,West Jeffreyview,19/03/2024,10/05/2024,Business,No-Show,UPI,1363.75
AB02005,PAX02005,FL893,Lake Jenniferton,Marcland,26/06/2023,20/03/2025,First Class,Confirmed,PayPal,549.91
AB02006,PAX02006,FL558,Lake William,Jonathanview,04/04/2023,19/04/2023,First Class,Pending,Credit Card,498.51
AB02007,PAX02007,FL163,North Joseph,Stevenborough,04/06/2024,10/11/2025,Business,Canceled,Credit Card,1001.28
AB02008,PAX02008,FL158,East Tammy,North Tracy,10/10/2023,09/11/2023,Business,Canceled,Credit Card,518.36
AB02009,PAX02009,FL291,East Joy,West Williebury,28/03/2024,18/04/2024,First Class,Pending,UPI,692.02
AB02010,PAX02010,FL832,Summersburgh,South Christopher,24/01/2025,24/05/2025,First Class,Canceled,PayPal,197.43
AB02011,PAX02011,FL770,Hillstad,New Jennifer,15/10/2023,,Economy,Pending,Net Banking,576.15
AB02012,PAX02012,FL994,Myersburgh,East Danielport,11/04/2024,10/06/2024,Business,Canceled,UPI,1228.09
AB02013,PAX02013,FL137,Cynthiaborough,Lauriestad,15/10/2024,11/11/2024,Economy,Canceled,Net Banking,353.57
AB02014,PAX02014,FL296,New Luistown,Atkinsland,27/03/2024,29/07/2025,First Class,No-Show,Credit Card,1467.44
AB02015,PAX02015,FL933,West Cynthiaberg,North Cynthia,24/06/2024,26/02/2025,First Class,Canceled,UPI,929.08
AB02016,PAX02016,FL405,North Andrewport,Michaelfurt,03/04/2023,09/05/2023,First Class,No-Show,Credit Card,405.46
AB02017,PAX02017,FL184,Cortezbury,Stanleyton,29/04/2024,,Economy,Canceled,PayPal,359.45
AB02018,PAX02018,FL351,Port Carolyn,Port Claudiaport,05/02/2023,18/03/2023,Business,Canceled,PayPal,280.91
AB02019,PAX02019,FL830,Munozside,West Aaronport,31/01/2024,05/10/2025,Business,Pending,UPI,1341.96
AB02020,PAX02020,FL943,Jessicaberg,Dominguezburgh,27/08/2024,19/03/2025,First Class,No-Show,PayPal,1411.15
AB02021,PAX02021,FL641,Lake Rachel,Porterview,17/12/2024,18/12/2025,Economy,Canceled,Net Banking,906.17
AB02022,PAX02022,FL615,New Holly,Lake Barbaraborough,13/10/2024,11/11/2025,First Class,Canceled,Net Banking,1040.82
AB02023,PAX02023,FL243,West Aaronmouth,South Michaelville,17/06/2024,10/06/2025,Economy,Pending,Net Banking,1148.2
AB02024,PAX02024,FL344,Port Michael,West David,19/12/2024,08/01/2026,Economy,No-Show,Credit Card,336.82
AB02025,PAX02025,FL102,Smithberg,South Michaelside,21/05/2023,30/06/2025,Business,Pending,Credit Card,1379.51
AB02026,PAX02026,FL963,Bellberg,Lake Markland,02/04/2024,14/02/2025,Economy,No-Show,Net Banking,1330.7
AB02027,PAX02027,FL628,Edwardschester,Davidstad,06/07/2023,18/05/2025,Economy,Canceled,PayPal,490.68
AB02028,PAX02028,FL730,Adrianashire,New Mariahberg,27/11/2024,23/01/2026,Economy,Pending,PayPal,633.81
AB02029,PAX02029,FL276,West Sarah,New Kathyview,03/12/2024,04/12/2024,Economy,No-Show,Net Banking,956.11
AB02030,PAX02030,FL474,East Brandon,West Johnland,01/10/2024,14/04/2025,Economy,Confirmed,UPI,1342.32
AB02031,PAX02031,FL991,Port Kenneth,Kellyview,19/04/2023,04/05/2023,Business,No-Show,PayPal,851.56
AB02032,PAX02032,FL710,Juliaport,Millerburgh,10/05/2023,11/12/2025,Economy,Confirmed,PayPal,158.5
AB02033,PAX02033,FL951,South Adam,Leestad,23/05/2023,29/12/2025,Business,No-Show,Net Banking,1361.88
AB02034,PAX02034,FL565,South Gregory,South Timothy,05/04/2023,20/12/2025,Economy,Canceled,Net Banking,412.11
AB02035,PAX02035,FL389,Lopezmouth,Andersonshire,28/07/2023,26/09/2023,First Class,Pending,UPI,187.2
AB02036,PAX02036,FL143,New Deanmouth,South Timothyberg,02/01/2025,12/10/2025,Economy,No-Show,PayPal,1217.98
AB02037,PAX02037,FL683,Port Robinmouth,Huntfort,08/01/2025,19/04/2025,Economy,No-Show,UPI,516.91
AB02038,PAX02038,FL900,Stacybury,Port Jennifer,15/11/2024,05/12/2025,Business,Canceled,PayPal,410.02
AB02039,PAX02039,FL441,Newmanton,Lake Tarafort,29/08/2023,15/01/2026,Business,No-Show,PayPal,282.65
AB02040,PAX02040,FL574,Port Tamara,New Thomas,01/08/2024,02/09/2025,Business,Canceled,UPI,640.29
AB02041,PAX02041,FL113,West Zacharyview,South Melanie,08/02/2024,24/03/2024,First Class,Canceled,PayPal,311.08
AB02042,PAX02042,FL425,Mendezborough,East Peter,18/05/2024,26/05/2024,Business,Canceled,PayPal,687.96
AB02043,PAX02043,FL140,South Amandaview,Goodmanmouth,27/03/2023,03/04/2025,Business,Confirmed,Net Banking,1459.23
AB02044,PAX02044,FL951,Lake Geraldbury,Fritzton,30/11/2023,24/01/2024,First Class,Confirmed,Net Banking,449.43
AB02045,PAX02045,FL237,Jamesview,North Jeremy,23/08/2023,12/09/2023,Economy,Pending,Credit Card,1224.48
AB02046,PAX02046,FL662,New Timothytown,North Amy,30/08/2023,03/10/2023,First Class,Canceled,Credit Card,919.82
AB02047,PAX02047,FL938,New Michelle,Port Jasonland,13/12/2024,05/01/2025,Economy,Canceled,UPI,523.06
AB02048,PAX02048,FL825,New Jaime,Barnesborough,21/12/2023,22/06/2025,Business,Canceled,Net Banking,553.4
AB02049,PAX02049,FL337,Estesland,East Ashley,03/08/2024,22/09/2024,Business,Canceled,PayPal,1138.29
AB02050,PAX02050,FL407,New Candice,Petersenchester,22/11/2023,18/01/2024,Economy,Confirmed,PayPal,192.87
AB02051,PAX02051,FL156,Scottport,Lisamouth,23/12/2024,05/02/2025,Economy,Canceled,Net Banking,667.28
AB02052,PAX02052,FL786,South Christopher,South Alicia,26/10/2024,16/11/2024,First Class,Canceled,UPI,467.64
AB02053,PAX02053,FL904,Port Carlosmouth,Carolineville,08/08/2023,25/07/2025,Business,Confirmed,PayPal,1028.37
AB02054,PAX02054,FL627,Port Jamie,Williamsburgh,13/04/2024,20/09/2025,Economy,Canceled,Net Banking,1213.19
AB02055,PAX02055,FL511,West Christopher,Lake Amandastad,16/01/2025,08/03/2025,Economy,Confirmed,Net Banking,255.37
AB02056,PAX02056,FL214,West Aaron,Keithview,14/11/2023,11/12/2025,Economy,Pending,Net Banking,684.44
AB02057,PAX02057,FL476,Coopermouth,Williamsview,22/01/2024,07/02/2024,Economy,Confirmed,Credit Card,1486.85
AB02058,PAX02058,FL608,Jameshaven,Thomaston,21/11/2024,16/12/2025,First Class,Pending,UPI,153.43
AB02059,PAX02059,FL498,Port Kennethton,Jamesland,16/12/2023,18/05/2025,Economy,Canceled,UPI,1073.44
AB02060,PAX02060,FL825,Evanston,Karifort,19/02/2024,06/04/2024,First Class,Canceled,Net Banking,468.74
AB02061,PAX02061,FL767,Lake Heather,East Monica,19/09/2023,20/03/2025,First Class,No-Show,Net Banking,1285.47
AB02062,PAX02062,FL776,Johnsonborough,Port Amymouth,26/09/2024,,Business,No-Show,UPI,739.79
AB02063,PAX02063,FL511,East Elizabeth,Robertshaven,01/01/2024,25/01/2024,Business,Pending,Credit Card,768.3
AB02064,PAX02064,FL967,Phillipsstad,East Eric,08/12/2024,31/01/2025,Economy,No-Show,PayPal,755.51
AB02065,PAX02065,FL691,West Bretthaven,Melindaville,27/02/2023,12/01/2026,Economy,Confirmed,PayPal,216.78
AB02066,PAX02066,FL962,Port Brian,North Hannah,30/11/2023,05/08/2025,Business,Pending,Net Banking,421.55
AB02067,PAX02067,FL235,Riceland,East Brian,25/09/2024,14/07/2025,Economy,Canceled,PayPal,1284.18
AB02068,PAX02068,FL736,Port Williamside,Conleyburgh,06/08/2023,,Business,Pending,Net Banking,872.9
AB02069,PAX02069,FL947,Lawrenceview,South Kent,29/04/2023,,Business,No-Show,Net Banking,1352.24
AB02070,PAX02070,FL129,Williamview,Huynhburgh,20/02/2023,16/03/2023,First Class,No-Show,UPI,1277.74
AB02071,PAX02071,FL669,North Miguel,Port Tracy,16/01/2025,10/08/2025,Business,Canceled,UPI,441.68
AB02072,PAX02072,FL109,Graveston,Thomashaven,27/05/2024,03/06/2024,Economy,Pending,Net Banking,489.93
AB02073,PAX02073,FL984,East Jeffreyview,Davisfurt,15/10/2023,15/09/2025,Economy,No-Show,PayPal,774.45
AB02074,PAX02074,FL595,New Denise,West Danielchester,03/12/2024,05/06/2025,Business,Canceled,Credit Card,689.62
AB02075,PAX02075,FL281,West Shane,South John,27/06/2023,19/12/2025,First Class,Confirmed,PayPal,324.61
AB02076,PAX02076,FL826,South Richardstad,Carlsonport,22/12/2024,19/06/2025,Economy,Pending,UPI,997.27
AB02077,PAX02077,FL995,Port Meganside,New Kevin,13/11/2023,07/08/2025,First Class,Confirmed,PayPal,235.33
AB02078,PAX02078,FL349,East Denise,Huffmanstad,11/08/2024,11/02/2025,First Class,Canceled,Credit Card,331.6
AB02079,PAX02079,FL925,Port Thomas,North Manuelstad,16/09/2024,27/09/2024,Business,Canceled,UPI,1094.27
AB02080,PAX02080,FL784,Christianshire,East Martin,13/06/2024,24/06/2024,First Class,No-Show,Net Banking,1152.56
AB02081,PAX02081,FL859,Port Jonathan,Lake Margaretfort,12/12/2024,,Business,Confirmed,Credit Card,768.89
AB02082,PAX02082,FL304,Port Dale,Garrisonland,01/10/2024,03/10/2024,Business,Pending,Net Banking,914.7
AB02083,PAX02083,FL655,Lake Nicholas,Fitzgeraldport,24/08/2023,15/10/2023,Economy,Canceled,UPI,1338.86
AB02084,PAX02084,FL631,West Allison,Davidfurt,08/11/2024,05/12/2024,First Class,Pending,Net Banking,1341.69
AB02085,PAX02085,FL456,West Tracie,Reginaldton,18/01/2024,18/10/2025,Business,No-Show,Net Banking,818.49
AB02086,PAX02086,FL899,Lake Michele,Jonside,02/01/2024,16/04/2025,First Class,Pending,Net Banking,125.03
AB02087,PAX02087,FL325,West Ryanshire,Lake Alexandrahaven,08/04/2024,13/04/2024,Economy,Pending,Credit Card,660.24
AB02088,PAX02088,FL683,New Regina,East Ericchester,30/08/2024,15/11/2025,Economy,Confirmed,Net Banking,175.89
AB02089,PAX02089,FL144,Jenniferburgh,New Jenna,24/01/2024,26/09/2025,Economy,Pending,PayPal,220.08
AB02090,PAX02090,FL132,Carolineborough,Carrollstad,04/08/2023,10/09/2023,First Class,No-Show,Credit Card,114.65
AB02091,PAX02091,FL670,Smithborough,New Cynthiaburgh,13/01/2024,22/04/2025,Economy,Canceled,PayPal,1074.77
AB02092,PAX02092,FL789,New Jamesbury,Elijahfort,20/08/2023,14/10/2023,Business,Pending,UPI,323.39
AB02093,PAX02093,FL208,North Justin,Keithton,20/01/2024,05/03/2025,Economy,No-Show,PayPal,976.35
AB02094,PAX02094,FL114,Cohenburgh,Georgeview,26/05/2024,19/06/2025,First Class,Confirmed,Net Banking,300.45
AB02095,PAX02095,FL903,Davidmouth,Kelleymouth,22/05/2024,12/12/2025,First Class,Canceled,Net Banking,110.09
AB02096,PAX02096,FL180,West Timothyfort,Michelleshire,20/03/2023,01/02/2025,Business,Confirmed,Credit Card,441.67
AB02097,PAX02097,FL638,South Christopher,West Melissamouth,27/09/2024,05/07/2025,Business,Pending,UPI,167.07
AB02098,PAX02098,FL974,Michaelshire,South Martin,26/04/2024,,Business,No-Show,PayPal,406.61
AB02099,PAX02099,FL627,New Pamelafort,North Jessicaside,30/09/2023,26/04/2025,Business,Pending,UPI,1271.57
AB02100,PAX02100,FL175,Foleyland,Matthewport,08/05/2024,02/07/2025,First Class,Confirmed,Credit Card,1134.92
AB02101,PAX02101,FL519,Zamorafurt,East Anthony,22/07/2024,30/08/2024,Business,Canceled,UPI,1090.99
AB02102,PAX02102,FL804,Janetmouth,Brownbury,03/03/2023,22/04/2023,Business,No-Show,UPI,339.59
AB02103,PAX02103,FL653,Berrychester,Charlesmouth,19/07/2023,12/03/2025,Economy,Confirmed,UPI,1209.06
AB02104,PAX02104,FL360,Port Jamie,West Jeffreyburgh,16/04/2023,09/05/2023,Business,Canceled,Net Banking,1282.09
AB02105,PAX02105,FL608,New Lisa,Lisatown,17/05/2023,12/07/2023,Business,Canceled,UPI,1154.63
AB02106,PAX02106,FL628,North Amy,Davidside,24/12/2024,29/04/2025,Economy,Canceled,Net Banking,731.94
AB02107,PAX02107,FL574,Mckenzieport,New Evanbury,08/06/2023,07/08/2023,Business,Canceled,Net Banking,1146.58
AB02108,PAX02108,FL539,Alexismouth,Port Bryanbury,07/11/2024,04/06/2025,Economy,Confirmed,PayPal,355.18
AB02109,PAX02109,FL624,Randallside,Sarahton,21/02/2023,13/12/2025,Economy,Confirmed,Credit Card,309.73
AB02110,PAX02110,FL871,North Kevinport,East Stephen,04/03/2023,24/05/2025,Business,Canceled,Credit Card,1289.48
AB02111,PAX02111,FL467,New Jasonshire,South Tracy,07/11/2024,10/12/2024,Business,Pending,PayPal,1024
AB02112,PAX02112,FL961,Lake Steve,Sonyaberg,04/04/2023,11/05/2023,Economy,Canceled,PayPal,522.18
AB02113,PAX02113,FL451,Pattersonberg,Mccallfort,21/02/2024,09/04/2024,First Class,No-Show,Credit Card,691.54
AB02114,PAX02114,FL121,East Kimberly,Ryanview,07/08/2024,04/09/2024,Business,Confirmed,Credit Card,1375.72
