call_log_id,pax_id,call_date,call_duration,issue_category,resolution_status
CALL02893,PAX02893,2024-04-02,17,General Inquiry,Pending
CALL02894,PAX02894,2023-02-24,21,Refund Request,Resolved
CALL02895,PAX02895,2024-06-07,26,Refund Request,Escalated
CALL02896,PAX02896,2024-01-23,38,Refund Request,Escalated
CALL02897,PAX02897,2024-01-06,33,General Inquiry,Escalated
CALL02898,PAX02898,2023-05-21,41,Refund Request,Resolved
CALL02899,PAX02899,2024-10-16,34,General Inquiry,Resolved
CALL02900,PAX02900,2023-05-30,35,General Inquiry,Escalated
CALL02901,PAX02901,2024-01-10,53,Refund Request,Pending
CALL02902,PAX02902,2024-03-10,57,Booking Issue,Escalated
CALL02903,PAX02903,2024-06-27,19,General Inquiry,Resolved
CALL02904,PAX02904,2024-07-29,19,Booking Issue,Escalated
CALL02905,PAX02905,2023-10-05,60,Refund Request,Pending
CALL02906,PAX02906,2024-01-12,1,General Inquiry,Pending
CALL02907,PAX02907,2023-12-11,43,Refund Request,Resolved
CALL02908,PAX02908,2024-09-07,30,General Inquiry,Escalated
CALL02909,PAX02909,2024-01-14,25,General Inquiry,Pending
CALL02910,PAX02910,2023-12-20,10,General Inquiry,Resolved
CALL02911,PAX02911,2023-12-02,3,General Inquiry,Resolved
CALL02912,PAX02912,2024-07-15,5,Booking Issue,Resolved
CALL02913,PAX02913,2023-06-04,57,Refund Request,Escalated
CALL02914,PAX02914,2024-12-20,1,Booking Issue,Resolved
CALL02915,PAX02915,2024-09-22,60,Booking Issue,Pending
CALL02916,PAX02916,2023-12-27,21,Booking Issue,Escalated
CALL02917,PAX02917,2023-07-24,19,Booking Issue,Escalated
CALL02918,PAX02918,2024-03-20,2,Booking Issue,Resolved
CALL02919,PAX02919,2023-11-25,52,General Inquiry,Escalated
CALL02920,PAX02920,2024-07-15,19,Refund Request,Resolved
CALL02921,PAX02921,2024-03-07,3,General Inquiry,Escalated
CALL02922,PAX02922,2024-08-02,29,Refund Request,Escalated
CALL02923,PAX02923,2024-03-21,14,Booking Issue,Escalated
CALL02924,PAX02924,2023-06-03,49,Refund Request,Escalated
CALL02925,PAX02925,2024-06-06,27,Booking Issue,Pending
CALL02926,PAX02926,2023-11-23,47,Refund Request,Pending
CALL02927,PAX02927,2024-06-26,51,Refund Request,Pending
CALL02928,PAX02928,2025-01-13,50,Booking Issue,Resolved
CALL02929,PAX02929,2023-12-23,36,Refund Request,Pending
CALL02930,PAX02930,2023-10-03,27,Booking Issue,Escalated
CALL02931,PAX02931,2023-04-19,21,Booking Issue,Pending
CALL02932,PAX02932,2024-06-02,44,General Inquiry,Pending
CALL02933,PAX02933,2023-05-09,2,Booking Issue,Escalated
CALL02934,PAX02934,2024-08-29,24,Refund Request,Pending
CALL02935,PAX02935,2023-12-24,54,General Inquiry,Pending
CALL02936,PAX02936,2023-02-09,3,General Inquiry,Pending
CALL02937,PAX02937,2023-12-08,27,Booking Issue,Pending
CALL02938,PAX02938,2024-09-17,14,Refund Request,Pending
CALL02939,PAX02939,2023-07-28,24,Refund Request,Resolved
CALL02940,PAX02940,2023-05-22,47,General Inquiry,Pending
CALL02941,PAX02941,2024-05-16,58,Refund Request,Escalated
CALL02942,PAX02942,2024-04-08,52,Booking Issue,Escalated
CALL02943,PAX02943,2023-03-07,57,Refund Request,Pending
CALL02944,PAX02944,2024-03-17,17,Booking Issue,Pending
CALL02945,PAX02945,2025-01-07,38,General Inquiry,Resolved
CALL02946,PAX02946,2024-11-21,22,Refund Request,Resolved
CALL02947,PAX02947,2024-11-26,18,Refund Request,Escalated
CALL02948,PAX02948,2024-10-10,31,Booking Issue,Escalated
CALL02949,PAX02949,2024-03-08,35,General Inquiry,Resolved
CALL02950,PAX02950,2024-06-28,16,Refund Request,Pending
CALL02951,PAX02951,2023-07-18,1,Booking Issue,Resolved
CALL02952,PAX02952,2025-01-03,48,Booking Issue,Resolved
CALL02953,PAX02953,2024-07-28,48,Booking Issue,Pending
CALL02954,PAX02954,2024-06-08,49,Booking Issue,Resolved
CALL02955,PAX02955,2024-06-25,20,Booking Issue,Pending
CALL02956,PAX02956,2023-04-20,59,General Inquiry,Resolved
CALL02957,PAX02957,2023-12-14,20,Refund Request,Escalated
CALL02958,PAX02958,2024-12-30,44,Refund Request,Escalated
CALL02959,PAX02959,2024-02-11,40,Booking Issue,Resolved
CALL02960,PAX02960,2023-10-22,40,Booking Issue,Resolved
CALL02961,PAX02961,2023-03-26,45,Refund Request,Pending
CALL02962,PAX02962,2024-10-29,38,Booking Issue,Resolved
CALL02963,PAX02963,2023-03-13,37,General Inquiry,Pending
CALL02964,PAX02964,2023-10-29,54,Booking Issue,Resolved
CALL02965,PAX02965,2024-01-22,27,Refund Request,Pending
CALL02966,PAX02966,2023-08-07,48,General Inquiry,Pending
CALL02967,PAX02967,2023-02-23,38,Booking Issue,Pending
CALL02968,PAX02968,2024-06-08,21,General Inquiry,Escalated
CALL02969,PAX02969,2024-05-24,27,General Inquiry,Pending
CALL02970,PAX02970,2024-01-19,45,Refund Request,Pending
CALL02971,PAX02971,2024-06-12,10,Booking Issue,Pending
CALL02972,PAX02972,2023-12-22,59,General Inquiry,Pending
CALL02973,PAX02973,2024-08-04,41,Refund Request,Escalated
CALL02974,PAX02974,2023-06-08,11,Refund Request,Escalated
CALL02975,PAX02975,2024-07-19,48,Refund Request,Resolved
CALL02976,PAX02976,2024-10-30,16,General Inquiry,Pending
CALL02977,PAX02977,2024-10-04,54,General Inquiry,Resolved
CALL02978,PAX02978,2023-05-18,36,Refund Request,Escalated
CALL02979,PAX02979,2023-03-01,7,Booking Issue,Escalated
CALL02980,PAX02980,2023-08-22,18,General Inquiry,Escalated
CALL02981,PAX02981,2023-08-25,57,Booking Issue,Pending
CALL02982,PAX02982,2023-12-26,38,Booking Issue,Resolved
CALL02983,PAX02983,2024-01-05,18,Booking Issue,Resolved
CALL02984,PAX02984,2023-11-19,49,Refund Request,Pending
CALL02985,PAX02985,2024-08-04,51,Refund Request,Pending
CALL02986,PAX02986,2024-06-14,22,Booking Issue,Pending
CALL02987,PAX02987,2023-12-11,25,Refund Request,Resolved
CALL02988,PAX02988,2024-03-29,32,General Inquiry,Escalated
CALL02989,PAX02989,2024-02-14,37,Booking Issue,Escalated
CALL02990,PAX02990,2024-03-20,53,Refund Request,Resolved
CALL02991,PAX02991,2024-06-30,26,Booking Issue,Pending
CALL02992,PAX02992,2023-03-02,57,General Inquiry,Pending
CALL02993,PAX02993,2024-02-08,35,General Inquiry,Resolved
CALL02994,PAX02994,2023-06-13,30,Booking Issue,Resolved
CALL02995,PAX02995,2024-12-20,22,Booking Issue,Resolved
CALL02996,PAX02996,2024-03-12,12,Refund Request,Pending
CALL02997,PAX02997,2023-02-21,42,Booking Issue,Pending
CALL02998,PAX02998,2024-07-24,36,Refund Request,Resolved
CALL02999,PAX02999,2023-02-08,56,General Inquiry,Resolved
CALL03000,PAX03000,2023-02-19,4,Refund Request,Resolved
CALL03001,PAX03001,2024-05-01,7,Refund Request,Escalated
CALL03002,PAX03002,2023-09-30,11,Refund Request,Escalated
CALL03003,PAX03003,2023-12-27,53,Refund Request,Resolved
CALL03004,PAX03004,2024-08-18,1,General Inquiry,Resolved
CALL03005,PAX03005,2024-09-05,37,General Inquiry,Resolved
CALL03006,PAX03006,2023-03-15,59,Booking Issue,Resolved
CALL03007,PAX03007,2024-01-03,54,Refund Request,Pending
CALL03008,PAX03008,2024-08-23,38,General Inquiry,Escalated
CALL03009,PAX03009,2024-07-10,14,Refund Request,Resolved
CALL03010,PAX03010,2023-11-17,31,Refund Request,Pending
CALL03011,PAX03011,2024-02-04,52,Booking Issue,Resolved
CALL03012,PAX03012,2024-07-20,6,Booking Issue,Escalated
CALL03013,PAX03013,2023-12-09,6,General Inquiry,Pending
CALL03014,PAX03014,2023-10-12,56,General Inquiry,Resolved
CALL03015,PAX03015,2024-08-05,49,General Inquiry,Resolved
CALL03016,PAX03016,2025-01-20,19,Refund Request,Resolved
CALL03017,PAX03017,2025-01-13,31,Booking Issue,Pending
CALL03018,PAX03018,2024-04-21,16,Booking Issue,Escalated
CALL03019,PAX03019,2023-12-20,50,Refund Request,Pending
CALL03020,PAX03020,2023-06-02,27,General Inquiry,Escalated
CALL03021,PAX03021,2023-09-16,14,Booking Issue,Pending
CALL03022,PAX03022,2024-04-05,11,General Inquiry,Escalated
CALL03023,PAX03023,2023-11-13,23,Booking Issue,Escalated
CALL03024,PAX03024,2023-06-05,19,Booking Issue,Resolved
CALL03025,PAX03025,2023-08-22,55,Booking Issue,Escalated
CALL03026,PAX03026,2023-12-07,7,Refund Request,Pending
CALL03027,PAX03027,2024-01-21,11,Booking Issue,Pending
CALL03028,PAX03028,2024-12-01,24,Refund Request,Pending
CALL03029,PAX03029,2023-04-23,3,Booking Issue,Resolved
CALL03030,PAX03030,2023-09-23,58,Booking Issue,Escalated
CALL03031,PAX03031,2023-05-13,30,General Inquiry,Resolved
CALL03032,PAX03032,2023-04-06,7,Booking Issue,Escalated
CALL03033,PAX03033,2023-06-08,3,General Inquiry,Escalated
CALL03034,PAX03034,2024-05-09,19,Booking Issue,Escalated
CALL03035,PAX03035,2024-01-01,28,Refund Request,Resolved
CALL03036,PAX03036,2024-04-12,10,Booking Issue,Escalated
CALL03037,PAX03037,2023-09-24,3,Refund Request,Escalated
CALL03038,PAX03038,2024-01-06,31,Booking Issue,Pending
CALL03039,PAX03039,2023-03-05,55,Booking Issue,Escalated
CALL03040,PAX03040,2025-01-10,24,Booking Issue,Escalated
CALL03041,PAX03041,2024-12-06,9,Booking Issue,Pending
CALL03042,PAX03042,2023-10-13,5,Booking Issue,Escalated
CALL03043,PAX03043,2024-07-18,3,General Inquiry,Escalated
CALL03044,PAX03044,2023-10-31,15,Booking Issue,Pending
CALL03045,PAX03045,2023-03-13,31,Refund Request,Pending
CALL03046,PAX03046,2023-03-16,5,General Inquiry,Resolved
CALL03047,PAX03047,2024-09-26,35,Booking Issue,Pending
CALL03048,PAX03048,2023-03-25,4,Booking Issue,Escalated
CALL03049,PAX03049,2023-02-09,11,General Inquiry,Resolved
CALL03050,PAX03050,2024-02-22,32,General Inquiry,Escalated
CALL03051,PAX03051,2024-11-15,34,General Inquiry,Pending
CALL03052,PAX03052,2024-04-12,39,General Inquiry,Resolved
CALL03053,PAX03053,2024-02-06,46,Refund Request,Pending
CALL03054,PAX03054,2023-06-23,42,Refund Request,Escalated
CALL03055,PAX03055,2024-05-09,19,Booking Issue,Resolved
CALL03056,PAX03056,2023-07-14,39,Refund Request,Pending
CALL03057,PAX03057,2024-06-25,35,Booking Issue,Pending
CALL03058,PAX03058,2023-08-16,31,General Inquiry,Pending
CALL03059,PAX03059,2024-09-16,17,Booking Issue,Pending
CALL03060,PAX03060,2024-02-25,14,Booking Issue,Escalated
CALL03061,PAX03061,2024-09-21,17,General Inquiry,Pending
CALL03062,PAX03062,2024-01-30,60,Booking Issue,Escalated
CALL03063,PAX03063,2023-10-11,50,General Inquiry,Escalated
CALL03064,PAX03064,2023-08-04,8,Refund Request,Pending
CALL03065,PAX03065,2023-11-17,20,Booking Issue,Escalated
CALL03066,PAX03066,2023-04-07,20,General Inquiry,Resolved
CALL03067,PAX03067,2024-06-04,19,Booking Issue,Pending
CALL03068,PAX03068,2024-10-02,20,Booking Issue,Resolved
CALL03069,PAX03069,2023-07-13,51,Refund Request,Resolved
CALL03070,PAX03070,2024-10-14,24,Booking Issue,Escalated
CALL03071,PAX03071,2023-09-17,5,Refund Request,Escalated
CALL03072,PAX03072,2024-05-18,9,General Inquiry,Pending
CALL03073,PAX03073,2024-05-25,8,General Inquiry,Resolved
CALL03074,PAX03074,2023-11-13,24,Refund Request,Escalated
CALL03075,PAX03075,2023-07-08,18,Refund Request,Pending
CALL03076,PAX03076,2023-10-19,12,Refund Request,Pending
CALL03077,PAX03077,2024-04-29,25,General Inquiry,Pending
CALL03078,PAX03078,2023-05-28,41,Refund Request,Escalated
CALL03079,PAX03079,2024-04-06,33,Booking Issue,Resolved
CALL03080,PAX03080,2024-12-24,37,Booking Issue,Pending
CALL03081,PAX03081,2023-03-12,17,General Inquiry,Escalated
CALL03082,PAX03082,2023-04-06,8,Booking Issue,Pending
CALL03083,PAX03083,2024-03-19,33,Refund Request,Resolved
CALL03084,PAX03084,2024-03-24,36,General Inquiry,Escalated
CALL03085,PAX03085,2024-12-18,56,Booking Issue,Resolved
CALL03086,PAX03086,2023-07-01,15,General Inquiry,Resolved
CALL03087,PAX03087,2023-02-09,58,Refund Request,Pending
CALL03088,PAX03088,2024-11-06,52,Refund Request,Pending
CALL03089,PAX03089,2024-10-01,13,Refund Request,Escalated
CALL03090,PAX03090,2024-07-17,54,Refund Request,Escalated
CALL03091,PAX03091,2023-08-28,6,Booking Issue,Resolved
CALL03092,PAX03092,2023-11-01,51,Refund Request,Escalated
CALL03093,PAX03093,2025-01-17,1,Refund Request,Pending
CALL03094,PAX03094,2023-05-21,4,Refund Request,Resolved
CALL03095,PAX03095,2024-06-01,59,Refund Request,Escalated
CALL03096,PAX03096,2024-09-10,46,Booking Issue,Resolved
CALL03097,PAX03097,2024-05-26,3,Refund Request,Escalated
CALL03098,PAX03098,2025-01-10,36,Booking Issue,Escalated
CALL03099,PAX03099,2024-06-22,26,General Inquiry,Escalated
CALL03100,PAX03100,2024-07-10,51,General Inquiry,Resolved
CALL03101,PAX03101,2024-03-05,11,Refund Request,Resolved
CALL03102,PAX03102,2023-11-17,44,Refund Request,Pending
CALL03103,PAX03103,2023-05-20,3,Refund Request,Resolved
CALL03104,PAX03104,2023-03-22,54,Booking Issue,Escalated
CALL03105,PAX03105,2024-10-12,4,General Inquiry,Resolved
CALL03106,PAX03106,2024-09-23,42,Refund Request,Escalated
CALL03107,PAX03107,2024-10-12,32,Refund Request,Escalated
CALL03108,PAX03108,2023-05-14,13,Booking Issue,Pending
CALL03109,PAX03109,2025-01-08,38,Refund Request,Escalated
CALL03110,PAX03110,2023-07-30,44,General Inquiry,Pending
CALL03111,PAX03111,2025-01-16,51,Refund Request,Resolved
CALL03112,PAX03112,2024-06-28,29,Booking Issue,Resolved
CALL03113,PAX03113,2023-07-02,17,Booking Issue,Resolved
CALL03114,PAX03114,2023-09-26,21,General Inquiry,Pending
CALL03115,PAX03115,2024-12-22,54,General Inquiry,Escalated
CALL03116,PAX03116,2023-02-22,11,General Inquiry,Escalated
CALL03117,PAX03117,2023-07-16,22,Refund Request,Pending
CALL03118,PAX03118,2023-04-20,26,General Inquiry,Pending
CALL03119,PAX03119,2023-12-10,14,General Inquiry,Pending
CALL03120,PAX03120,2023-04-03,37,Refund Request,Pending
CALL03121,PAX03121,2024-04-04,55,Booking Issue,Escalated
CALL03122,PAX03122,2024-02-28,27,General Inquiry,Resolved
CALL03123,PAX03123,2024-11-06,47,Refund Request,Escalated
CALL03124,PAX03124,2024-09-29,17,Booking Issue,Escalated
CALL03125,PAX03125,2023-02-21,19,General Inquiry,Pending
CALL03126,PAX03126,2024-08-18,49,General Inquiry,Escalated
CALL03127,PAX03127,2024-09-11,3,Booking Issue,Resolved
CALL03128,PAX03128,2024-06-09,23,Refund Request,Resolved
CALL03129,PAX03129,2023-03-30,5,Refund Request,Pending
CALL03130,PAX03130,2023-06-24,59,Booking Issue,Resolved
CALL03131,PAX03131,2024-02-25,56,General Inquiry,Pending
CALL03132,PAX03132,2024-02-07,58,General Inquiry,Pending
CALL03133,PAX03133,2023-04-15,54,Booking Issue,Resolved
CALL03134,PAX03134,2024-01-10,36,Refund Request,Resolved
CALL03135,PAX03135,2024-12-16,6,Booking Issue,Pending
CALL03136,PAX03136,2024-02-03,29,General Inquiry,Pending
CALL03137,PAX03137,2023-12-02,55,General Inquiry,Pending
CALL03138,PAX03138,2023-07-15,47,Refund Request,Pending
CALL03139,PAX03139,2023-02-10,4,General Inquiry,Escalated
CALL03140,PAX03140,2024-06-20,54,Refund Request,Resolved
CALL03141,PAX03141,2023-04-21,44,Refund Request,Resolved
CALL03142,PAX03142,2023-12-09,21,Booking Issue,Pending
CALL03143,PAX03143,2024-11-22,45,Refund Request,Resolved
CALL03144,PAX03144,2023-11-22,28,General Inquiry,Resolved
CALL03145,PAX03145,2023-04-24,7,Booking Issue,Resolved
CALL03146,PAX03146,2023-09-28,48,Refund Request,Resolved
CALL03147,PAX03147,2024-07-30,51,Refund Request,Resolved
CALL03148,PAX03148,2023-11-01,16,General Inquiry,Resolved
CALL03149,PAX03149,2023-04-15,47,Refund Request,Resolved
CALL03150,PAX03150,2024-08-31,30,General Inquiry,Pending
CALL03151,PAX03151,2024-04-21,53,General Inquiry,Pending
CALL03152,PAX03152,2023-02-10,19,General Inquiry,Escalated
CALL03153,PAX03153,2023-09-27,29,Booking Issue,Escalated
CALL03154,PAX03154,2024-08-21,38,Refund Request,Pending
CALL03155,PAX03155,2024-10-14,55,Refund Request,Escalated
CALL03156,PAX03156,2023-11-27,49,Refund Request,Escalated
CALL03157,PAX03157,2023-05-02,43,General Inquiry,Escalated
CALL03158,PAX03158,2024-07-13,34,Booking Issue,Pending
CALL03159,PAX03159,2024-11-04,24,Booking Issue,Resolved
CALL03160,PAX03160,2023-08-16,25,General Inquiry,Resolved
CALL03161,PAX03161,2025-01-20,15,Refund Request,Resolved
CALL03162,PAX03162,2023-08-28,16,General Inquiry,Pending
CALL03163,PAX03163,2023-04-12,56,Booking Issue,Pending
CALL03164,PAX03164,2024-09-04,18,Refund Request,Escalated
CALL03165,PAX03165,2023-09-27,18,Refund Request,Resolved
CALL03166,PAX03166,2023-11-22,34,Refund Request,Pending
CALL03167,PAX03167,2024-08-17,35,Refund Request,Escalated
CALL03168,PAX03168,2024-06-27,29,Refund Request,Pending
CALL03169,PAX03169,2023-11-03,33,General Inquiry,Pending
CALL03170,PAX03170,2024-06-07,29,Refund Request,Resolved
CALL03171,PAX03171,2024-04-19,57,Refund Request,Escalated
CALL03172,PAX03172,2024-07-23,31,Refund Request,Pending
CALL03173,PAX03173,2023-11-09,18,Booking Issue,Escalated
CALL03174,PAX03174,2023-02-02,60,Booking Issue,Resolved
CALL03175,PAX03175,2024-07-20,1,Refund Request,Resolved
CALL03176,PAX03176,2023-04-13,51,General Inquiry,Resolved
CALL03177,PAX03177,2023-07-20,14,Booking Issue,Escalated
CALL03178,PAX03178,2024-12-07,54,General Inquiry,Escalated
CALL03179,PAX03179,2025-01-12,21,Refund Request,Pending
CALL03180,PAX03180,2023-05-01,18,General Inquiry,Pending
CALL03181,PAX03181,2023-12-17,47,Refund Request,Resolved
CALL03182,PAX03182,2024-03-15,45,General Inquiry,Resolved
CALL03183,PAX03183,2023-03-07,54,General Inquiry,Resolved
CALL03184,PAX03184,2024-08-06,8,General Inquiry,Resolved
CALL03185,PAX03185,2024-06-22,26,Refund Request,Resolved
CALL03186,PAX03186,2023-10-31,60,Booking Issue,Resolved
CALL03187,PAX03187,2024-03-20,35,General Inquiry,Escalated
CALL03188,PAX03188,2024-03-16,3,Booking Issue,Pending
CALL03189,PAX03189,2024-04-16,8,Booking Issue,Resolved
CALL03190,PAX03190,2024-01-23,60,Refund Request,Resolved
CALL03191,PAX03191,2023-12-31,36,Refund Request,Pending
CALL03192,PAX03192,2025-01-20,52,Booking Issue,Pending
CALL03193,PAX03193,2023-10-21,7,Refund Request,Pending
CALL03194,PAX03194,2024-05-01,48,Booking Issue,Resolved
CALL03195,PAX03195,2023-07-04,6,Booking Issue,Resolved
CALL03196,PAX03196,2025-01-25,16,Refund Request,Pending
CALL03197,PAX03197,2023-03-25,19,General Inquiry,Escalated
CALL03198,PAX03198,2024-02-29,57,Refund Request,Pending
CALL03199,PAX03199,2025-01-22,21,Refund Request,Escalated
CALL03200,PAX03200,2024-04-15,54,General Inquiry,Pending
CALL03201,PAX03201,2024-05-08,19,General Inquiry,Pending
CALL03202,PAX03202,2024-05-26,25,General Inquiry,Escalated
CALL03203,PAX03203,2023-09-04,22,Booking Issue,Escalated
CALL03204,PAX03204,2024-01-14,33,Booking Issue,Escalated
CALL03205,PAX03205,2023-08-22,17,General Inquiry,Escalated
CALL03206,PAX03206,2024-08-25,54,Booking Issue,Resolved
CALL03207,PAX03207,2023-05-07,25,Refund Request,Pending
CALL03208,PAX03208,2024-12-20,37,Booking Issue,Pending
CALL03209,PAX03209,2024-06-04,38,Refund Request,Pending
CALL03210,PAX03210,2024-08-09,27,Refund Request,Pending
CALL03211,PAX03211,2023-07-21,43,General Inquiry,Pending
CALL03212,PAX03212,2024-12-27,53,General Inquiry,Escalated
CALL03213,PAX03213,2023-08-14,49,Refund Request,Pending
CALL03214,PAX03214,2024-11-19,42,General Inquiry,Resolved
CALL03215,PAX03215,2023-02-25,11,Booking Issue,Escalated
CALL03216,PAX03216,2024-01-03,30,General Inquiry,Resolved
CALL03217,PAX03217,2024-04-21,26,Booking Issue,Escalated
CALL03218,PAX03218,2024-07-26,39,Booking Issue,Pending
CALL03219,PAX03219,2024-07-01,29,Refund Request,Pending
CALL03220,PAX03220,2024-02-21,23,General Inquiry,Escalated
CALL03221,PAX03221,2023-04-06,58,Refund Request,Pending
CALL03222,PAX03222,2023-08-23,21,Refund Request,Resolved
CALL03223,PAX03223,2024-04-17,27,Booking Issue,Resolved
CALL03224,PAX03224,2023-07-11,57,Refund Request,Pending
CALL03225,PAX03225,2024-11-27,6,Booking Issue,Escalated
CALL03226,PAX03226,2024-07-13,12,General Inquiry,Escalated
CALL03227,PAX03227,2023-06-21,25,Booking Issue,Resolved
CALL03228,PAX03228,2024-12-10,46,General Inquiry,Resolved
CALL03229,PAX03229,2024-11-10,32,Refund Request,Escalated
CALL03230,PAX03230,2023-08-07,49,Booking Issue,Pending
CALL03231,PAX03231,2024-06-23,32,General Inquiry,Escalated
CALL03232,PAX03232,2024-11-24,28,Refund Request,Pending
CALL03233,PAX03233,2024-02-09,56,Refund Request,Resolved
CALL03234,PAX03234,2023-10-08,53,General Inquiry,Resolved
CALL03235,PAX03235,2023-05-26,1,Booking Issue,Resolved
CALL03236,PAX03236,2023-02-18,36,Refund Request,Pending
CALL03237,PAX03237,2023-10-23,45,Booking Issue,Escalated
CALL03238,PAX03238,2024-09-22,60,General Inquiry,Pending
CALL03239,PAX03239,2024-02-01,59,Refund Request,Pending
CALL03240,PAX03240,2024-02-22,57,Booking Issue,Resolved
CALL03241,PAX03241,2024-01-23,47,Refund Request,Resolved
CALL03242,PAX03242,2023-01-29,34,General Inquiry,Escalated
CALL03243,PAX03243,2024-10-08,49,Refund Request,Pending
CALL03244,PAX03244,2025-01-08,48,Booking Issue,Pending
CALL03245,PAX03245,2024-11-17,14,Booking Issue,Resolved
CALL03246,PAX03246,2023-10-05,48,Refund Request,Escalated
CALL03247,PAX03247,2024-01-24,50,Booking Issue,Resolved
CALL03248,PAX03248,2023-02-10,35,Refund Request,Pending
CALL03249,PAX03249,2023-03-06,56,Booking Issue,Pending
CALL03250,PAX03250,2023-02-04,52,Booking Issue,Resolved
CALL03251,PAX03251,2023-08-27,37,General Inquiry,Escalated
CALL03252,PAX03252,2024-10-01,58,Booking Issue,Resolved
CALL03253,PAX03253,2023-08-08,12,Refund Request,Escalated
